epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574109185401,2019-11-18T15:33:05.401,0.000,7.866,-22.439,-9.268
1574109185411,2019-11-18T15:33:05.411,0.010,7.561,-21.585,-8.598
1574109185421,2019-11-18T15:33:05.421,0.020,7.683,-21.829,-9.024
1574109185431,2019-11-18T15:33:05.431,0.030,7.317,-21.341,-8.780
1574109185441,2019-11-18T15:33:05.441,0.040,6.829,-20.915,-8.720
1574109185451,2019-11-18T15:33:05.451,0.050,6.280,-20.427,-8.902
1574109185461,2019-11-18T15:33:05.461,0.060,5.793,-19.695,-9.085
1574109185471,2019-11-18T15:33:05.471,0.070,5.427,-18.902,-9.146
1574109185481,2019-11-18T15:33:05.481,0.080,5.061,-17.622,-9.329
1574109185491,2019-11-18T15:33:05.491,0.090,4.573,-16.220,-9.329
1574109185501,2019-11-18T15:33:05.501,0.100,4.146,-14.695,-9.207
1574109185511,2019-11-18T15:33:05.511,0.110,3.841,-13.110,-9.146
1574109185521,2019-11-18T15:33:05.521,0.120,3.537,-11.524,-9.268
1574109185531,2019-11-18T15:33:05.531,0.130,3.537,-10.000,-9.268
1574109185541,2019-11-18T15:33:05.541,0.140,3.841,-8.780,-8.963
1574109185551,2019-11-18T15:33:05.551,0.150,4.085,-7.744,-8.598
1574109185561,2019-11-18T15:33:05.561,0.160,3.841,-6.890,-8.232
1574109185571,2019-11-18T15:33:05.571,0.170,3.476,-6.098,-7.927
1574109185581,2019-11-18T15:33:05.581,0.180,3.232,-5.183,-7.561
1574109185591,2019-11-18T15:33:05.591,0.190,2.683,-4.390,-7.195
1574109185601,2019-11-18T15:33:05.601,0.200,2.195,-3.598,-6.951
1574109185611,2019-11-18T15:33:05.611,0.210,2.012,-2.927,-7.012
1574109185621,2019-11-18T15:33:05.621,0.220,1.829,-2.378,-7.073
1574109185631,2019-11-18T15:33:05.631,0.230,1.524,-2.073,-7.134
1574109185641,2019-11-18T15:33:05.641,0.240,1.463,-2.073,-6.890
1574109185651,2019-11-18T15:33:05.651,0.250,2.256,-2.317,-6.037
1574109185661,2019-11-18T15:33:05.661,0.260,3.293,-2.683,-5.183
1574109185671,2019-11-18T15:33:05.671,0.270,3.720,-3.354,-4.512
1574109185681,2019-11-18T15:33:05.681,0.280,3.659,-3.963,-3.902
1574109185691,2019-11-18T15:33:05.691,0.290,3.720,-4.634,-3.049
1574109185701,2019-11-18T15:33:05.701,0.300,3.780,-5.122,-2.500
1574109185711,2019-11-18T15:33:05.711,0.310,3.415,-5.671,-2.073
1574109185721,2019-11-18T15:33:05.721,0.320,2.622,-5.976,-1.585
1574109185731,2019-11-18T15:33:05.731,0.330,1.829,-6.159,-0.976
1574109185741,2019-11-18T15:33:05.741,0.340,1.341,-6.159,-0.305
1574109185751,2019-11-18T15:33:05.751,0.350,0.915,-6.159,0.000
1574109185761,2019-11-18T15:33:05.761,0.360,0.366,-6.037,-0.061
1574109185771,2019-11-18T15:33:05.771,0.370,-0.061,-5.793,-0.427
1574109185781,2019-11-18T15:33:05.781,0.380,-0.427,-5.427,-0.976
1574109185791,2019-11-18T15:33:05.791,0.390,-0.610,-5.122,-1.585
1574109185801,2019-11-18T15:33:05.801,0.400,-0.854,-4.817,-2.195
1574109185811,2019-11-18T15:33:05.811,0.410,-1.098,-4.573,-2.622
1574109185821,2019-11-18T15:33:05.821,0.420,-1.159,-4.268,-2.988
1574109185831,2019-11-18T15:33:05.831,0.430,-1.159,-4.085,-3.537
1574109185841,2019-11-18T15:33:05.841,0.440,-1.280,-3.963,-3.841
1574109185851,2019-11-18T15:33:05.851,0.450,-1.341,-3.902,-3.963
1574109185861,2019-11-18T15:33:05.861,0.460,-1.280,-3.780,-3.902
1574109185871,2019-11-18T15:33:05.871,0.470,-1.280,-3.780,-3.841
1574109185881,2019-11-18T15:33:05.881,0.480,-1.341,-3.659,-3.902
1574109185891,2019-11-18T15:33:05.891,0.490,-1.220,-3.537,-4.024
1574109185901,2019-11-18T15:33:05.901,0.500,-1.037,-3.659,-3.780
1574109185911,2019-11-18T15:33:05.911,0.510,-0.488,-3.476,-3.598
1574109185921,2019-11-18T15:33:05.921,0.520,0.366,-3.476,-3.415
1574109185931,2019-11-18T15:33:05.931,0.530,0.976,-3.415,-3.476
1574109185941,2019-11-18T15:33:05.941,0.540,1.341,-3.354,-3.476
1574109185951,2019-11-18T15:33:05.951,0.550,1.585,-3.354,-3.171
1574109185961,2019-11-18T15:33:05.961,0.560,1.890,-3.232,-2.683
1574109185971,2019-11-18T15:33:05.971,0.570,2.256,-3.232,-2.134
1574109185981,2019-11-18T15:33:05.981,0.580,2.256,-3.110,-1.768
1574109185991,2019-11-18T15:33:05.991,0.590,2.073,-2.927,-1.585
1574109186001,2019-11-18T15:33:06.001,0.600,1.585,-2.744,-1.585
1574109186011,2019-11-18T15:33:06.011,0.610,0.854,-2.500,-1.768
1574109186021,2019-11-18T15:33:06.021,0.620,0.061,-2.500,-1.707
1574109186031,2019-11-18T15:33:06.031,0.630,-0.366,-2.500,-1.463
1574109186041,2019-11-18T15:33:06.041,0.640,-0.488,-2.744,-1.402
1574109186051,2019-11-18T15:33:06.051,0.650,-0.366,-2.988,-1.341
1574109186061,2019-11-18T15:33:06.061,0.660,-0.366,-3.293,-1.280
1574109186071,2019-11-18T15:33:06.071,0.670,-0.366,-3.598,-1.280
1574109186081,2019-11-18T15:33:06.081,0.680,-0.610,-3.841,-1.280
