epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574109421093,2019-11-18T15:37:01.093,0.000,0.597,-0.800,0.178
1574109421103,2019-11-18T15:37:01.103,0.010,0.602,-0.809,0.179
1574109421113,2019-11-18T15:37:01.113,0.020,0.598,-0.807,0.180
1574109421123,2019-11-18T15:37:01.123,0.030,0.600,-0.806,0.180
1574109421133,2019-11-18T15:37:01.133,0.040,0.599,-0.801,0.177
1574109421143,2019-11-18T15:37:01.143,0.050,0.599,-0.799,0.183
1574109421153,2019-11-18T15:37:01.153,0.060,0.600,-0.797,0.179
1574109421163,2019-11-18T15:37:01.163,0.070,0.602,-0.795,0.182
1574109421173,2019-11-18T15:37:01.173,0.080,0.604,-0.799,0.182
1574109421183,2019-11-18T15:37:01.183,0.090,0.606,-0.806,0.183
1574109421193,2019-11-18T15:37:01.193,0.100,0.606,-0.808,0.183
1574109421203,2019-11-18T15:37:01.203,0.110,0.605,-0.802,0.184
1574109421213,2019-11-18T15:37:01.213,0.120,0.608,-0.795,0.186
1574109421223,2019-11-18T15:37:01.223,0.130,0.606,-0.798,0.178
1574109421233,2019-11-18T15:37:01.233,0.140,0.602,-0.798,0.177
1574109421243,2019-11-18T15:37:01.243,0.150,0.604,-0.800,0.179
1574109421253,2019-11-18T15:37:01.253,0.160,0.604,-0.802,0.179
1574109421263,2019-11-18T15:37:01.263,0.170,0.604,-0.799,0.173
1574109421273,2019-11-18T15:37:01.273,0.180,0.602,-0.796,0.171
1574109421283,2019-11-18T15:37:01.283,0.190,0.595,-0.800,0.165
1574109421293,2019-11-18T15:37:01.293,0.200,0.591,-0.802,0.161
1574109421303,2019-11-18T15:37:01.303,0.210,0.593,-0.800,0.160
1574109421313,2019-11-18T15:37:01.313,0.220,0.599,-0.799,0.164
1574109421323,2019-11-18T15:37:01.323,0.230,0.606,-0.802,0.164
1574109421333,2019-11-18T15:37:01.333,0.240,0.608,-0.802,0.161
1574109421343,2019-11-18T15:37:01.343,0.250,0.612,-0.796,0.153
1574109421353,2019-11-18T15:37:01.353,0.260,0.614,-0.796,0.150
1574109421363,2019-11-18T15:37:01.363,0.270,0.617,-0.801,0.148
1574109421373,2019-11-18T15:37:01.373,0.280,0.620,-0.807,0.140
1574109421383,2019-11-18T15:37:01.383,0.290,0.618,-0.810,0.137
1574109421393,2019-11-18T15:37:01.393,0.300,0.610,-0.809,0.128
1574109421403,2019-11-18T15:37:01.403,0.310,0.608,-0.805,0.113
1574109421413,2019-11-18T15:37:01.413,0.320,0.603,-0.805,0.098
1574109421423,2019-11-18T15:37:01.423,0.330,0.594,-0.813,0.085
1574109421433,2019-11-18T15:37:01.433,0.340,0.587,-0.826,0.077
1574109421443,2019-11-18T15:37:01.443,0.350,0.583,-0.829,0.073
