mean_accelerometer_x-axis (g),var_accelerometer_x-axis (g),median_accelerometer_x-axis (g),std_accelerometer_x-axis (g),min_accelerometer_x-axis (g),max_accelerometer_x-axis (g),range_accelerometer_x-axis (g),accelerometer_sum_xyz,accelerometer_abssum,mean_accelerometer_y-axis (g),var_accelerometer_y-axis (g),median_accelerometer_y-axis (g),std_accelerometer_y-axis (g),min_accelerometer_y-axis (g),max_accelerometer_y-axis (g),range_accelerometer_y-axis (g),mean_accelerometer_z-axis (g),var_accelerometer_z-axis (g),median_accelerometer_z-axis (g),std_accelerometer_z-axis (g),min_accelerometer_z-axis (g),max_accelerometer_z-axis (g),range_accelerometer_z-axis (g),Activity Type,mean_gyroscope_x-axis (deg/s),var_gyroscope_x-axis (deg/s),median_gyroscope_x-axis (deg/s),std_gyroscope_x-axis (deg/s),min_gyroscope_x-axis (deg/s),max_gyroscope_x-axis (deg/s),range_gyroscope_x-axis (deg/s),gyroscope_sum_xyz,gyroscope_abssum,mean_gyroscope_y-axis (deg/s),var_gyroscope_y-axis (deg/s),median_gyroscope_y-axis (deg/s),std_gyroscope_y-axis (deg/s),min_gyroscope_y-axis (deg/s),max_gyroscope_y-axis (deg/s),range_gyroscope_y-axis (deg/s),mean_gyroscope_z-axis (deg/s),var_gyroscope_z-axis (deg/s),median_gyroscope_z-axis (deg/s),std_gyroscope_z-axis (deg/s),min_gyroscope_z-axis (deg/s),max_gyroscope_z-axis (deg/s),range_gyroscope_z-axis (deg/s),Activity Type
0.5190900000000002,0.001773528566666666,0.515,0.042113282544426124,0.433,0.722,0.289,-55.591,55.591,0.81576,0.00023629573333333275,0.818,0.015371913782393288,0.742,0.854,0.11199999999999999,-0.18530333333333335,8.213132222222227e-05,-0.187,0.009062633294038894,-0.207,-0.16,0.046999999999999986,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.47836666666666666,0.000661098888888889,0.484,0.025711843358438714,0.416,0.534,0.11800000000000005,-42.212999999999994,42.212999999999994,0.8483433333333333,0.00029492545555555587,0.848,0.017173393827533214,0.781,0.899,0.118,-0.14070999999999997,0.0012145592333333332,-0.1365,0.03485052701657944,-0.212,-0.057,0.155,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.5481,0.004888203333333333,0.5645,0.06991568731932293,0.407,0.659,0.25200000000000006,-54.519999999999996,54.519999999999996,0.7933766666666667,0.0015274681222222212,0.7815000000000001,0.03908283667061823,0.725,0.87,0.14500000000000002,-0.18173333333333333,0.0009548955555555555,-0.185,0.03090138436309214,-0.248,-0.085,0.16299999999999998,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.6041266666666667,0.004241730622222223,0.635,0.06512856993840893,0.386,0.677,0.29100000000000004,-77.274,77.274,0.7288166666666667,0.0019348363888888906,0.706,0.043986775159005356,0.685,0.864,0.17899999999999994,-0.25758,0.0005761169333333333,-0.257,0.02400243598748538,-0.346,-0.204,0.142,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.64495,0.0005621941666666669,0.648,0.02371063404185276,0.593,0.741,0.14800000000000002,-25.390000000000004,66.13000000000001,0.7185,0.0008249966666666678,0.7004999999999999,0.02872275520674623,0.685,0.779,0.09399999999999997,-0.08463333333333335,0.04569167888888889,-0.2485,0.21375612012031114,-0.269,0.258,0.527,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.6610200000000002,0.00030635293333333333,0.661,0.017502940705302446,0.571,0.72,0.14900000000000002,44.508,57.43,0.7303900000000001,0.00010282456666666668,0.731,0.010140244901710544,0.662,0.758,0.09599999999999997,0.14836000000000002,0.0177212704,0.209,0.13312126201324864,-0.254,0.246,0.5,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.6307166666666666,0.0008484830555555562,0.634,0.029128732474235062,0.582,0.752,0.17000000000000004,-17.304999999999996,63.218999999999994,0.73648,0.000920362933333335,0.724,0.030337483965110473,0.693,0.785,0.09200000000000008,-0.05768333333333332,0.04390310972222223,-0.2125,0.20953068921335183,-0.261,0.241,0.502,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.6227566666666666,0.0001464107888888891,0.623,0.012100032598670514,0.561,0.662,0.10099999999999998,21.895000000000003,52.431,0.7619666666666667,0.00016807888888888922,0.766,0.012964524244602623,0.727,0.789,0.062000000000000055,0.07298333333333334,0.02776109638888889,0.174,0.16661661498448732,-0.257,0.218,0.475,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.6011766666666667,0.0005108387888888893,0.6014999999999999,0.022601743049793514,0.557,0.705,0.1479999999999999,4.3089999999999975,53.651,0.77284,0.0007567677333333347,0.784,0.027509411722778345,0.725,0.815,0.08999999999999997,0.014363333333333325,0.03498273798888889,0.1185,0.18703672898361137,-0.243,0.204,0.44699999999999995,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.6336566666666666,0.00039076545555555617,0.6445000000000001,0.019767788332424954,0.589,0.663,0.07400000000000007,57.011,57.011,0.7582766666666667,0.0001997734555555559,0.754,0.014134123798649704,0.734,0.786,0.052000000000000046,0.1900366666666667,1.710865555555559e-05,0.1895,0.0041362610598891835,0.18,0.203,0.02300000000000002,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
