mean_accelerometer_x-axis (g),var_accelerometer_x-axis (g),median_accelerometer_x-axis (g),std_accelerometer_x-axis (g),min_accelerometer_x-axis (g),max_accelerometer_x-axis (g),range_accelerometer_x-axis (g),accelerometer_sum_xyz,accelerometer_abssum,mean_accelerometer_y-axis (g),var_accelerometer_y-axis (g),median_accelerometer_y-axis (g),std_accelerometer_y-axis (g),min_accelerometer_y-axis (g),max_accelerometer_y-axis (g),range_accelerometer_y-axis (g),mean_accelerometer_z-axis (g),var_accelerometer_z-axis (g),median_accelerometer_z-axis (g),std_accelerometer_z-axis (g),min_accelerometer_z-axis (g),max_accelerometer_z-axis (g),range_accelerometer_z-axis (g),Activity Type,mean_gyroscope_x-axis (deg/s),var_gyroscope_x-axis (deg/s),median_gyroscope_x-axis (deg/s),std_gyroscope_x-axis (deg/s),min_gyroscope_x-axis (deg/s),max_gyroscope_x-axis (deg/s),range_gyroscope_x-axis (deg/s),gyroscope_sum_xyz,gyroscope_abssum,mean_gyroscope_y-axis (deg/s),var_gyroscope_y-axis (deg/s),median_gyroscope_y-axis (deg/s),std_gyroscope_y-axis (deg/s),min_gyroscope_y-axis (deg/s),max_gyroscope_y-axis (deg/s),range_gyroscope_y-axis (deg/s),mean_gyroscope_z-axis (deg/s),var_gyroscope_z-axis (deg/s),median_gyroscope_z-axis (deg/s),std_gyroscope_z-axis (deg/s),min_gyroscope_z-axis (deg/s),max_gyroscope_z-axis (deg/s),range_gyroscope_z-axis (deg/s),Activity Type
0.5002880000000001,0.0018213770560000003,0.502,0.042677594308957956,0.416,0.722,0.306,-84.93199999999999,84.93199999999999,0.8288719999999999,0.0005516716159999998,0.825,0.023487690733658764,0.742,0.899,0.15700000000000003,-0.169864,0.001034001504,-0.18,0.0321558937677061,-0.212,-0.057,0.155,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.533368,0.004432828576,0.515,0.06657949065590694,0.386,0.659,0.273,-92.761,92.761,0.802318,0.0017056128759999987,0.805,0.041299066284844727,0.725,0.875,0.15000000000000002,-0.185522,0.002502189516,-0.185,0.050021890368117834,-0.346,-0.085,0.26099999999999995,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.643124,0.0004232046240000003,0.646,0.02057193777941204,0.593,0.741,0.14800000000000002,-77.295,118.035,0.7116879999999999,0.0005990386560000008,0.699,0.024475266208971065,0.685,0.779,0.09399999999999997,-0.15459,0.034809513900000005,-0.2565,0.18657307924778432,-0.295,0.258,0.5529999999999999,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.653934,0.0005565416440000002,0.657,0.023591134860366514,0.571,0.752,0.18100000000000005,6.041000000000004,99.487,0.726064,0.00028985590400000045,0.729,0.017025155036004824,0.662,0.781,0.119,0.012082000000000008,0.043015515276,0.097,0.20740182081167946,-0.261,0.246,0.507,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.61961,0.00021450990000000024,0.621,0.014646156492404423,0.561,0.705,0.1439999999999999,20.331000000000003,96.319,0.7591860000000001,0.0002946074040000005,0.766,0.01716413132086796,0.725,0.815,0.08999999999999997,0.040662000000000004,0.037596371755999995,0.1735,0.1938978384510771,-0.257,0.241,0.498,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.616052,0.0007909492960000013,0.611,0.028123820793057284,0.557,0.663,0.10599999999999998,84.046,87.936,0.770722,0.0003979327160000007,0.774,0.019948250950897944,0.734,0.811,0.07700000000000007,0.16809200000000002,0.004155931536,0.188,0.06446651484297876,-0.165,0.204,0.369,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.602604,0.0010130031840000005,0.604,0.031827710945024,0.53,0.673,0.14300000000000002,-39.648,89.14200000000001,0.762178,0.00024264231600000042,0.7635000000000001,0.015576980323541543,0.732,0.814,0.08199999999999996,-0.079296,0.034431572384,-0.088,0.18555746383263594,-0.343,0.193,0.536,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.5962860000000001,0.00023422420400000027,0.6,0.015304385123225312,0.53,0.636,0.10599999999999998,8.373000000000001,84.257,0.7790620000000001,0.00013519015600000023,0.782,0.011627130170424696,0.753,0.806,0.05300000000000005,0.016746000000000004,0.031121137484000003,0.1295,0.17641184054365514,-0.256,0.213,0.469,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.61298,0.00040642760000000075,0.613,0.020160049603113597,0.563,0.671,0.1080000000000001,38.197,54.777,0.7809940000000001,0.00014424196400000024,0.783,0.012010077601747635,0.748,0.81,0.062000000000000055,0.076394,0.008467754764,0.099,0.0920204040634467,-0.225,0.262,0.487,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.666898,0.0054027195960000005,0.6395,0.07350319446119333,0.506,0.803,0.29700000000000004,125.53999999999999,147.31,0.6922739999999998,0.0031869349240000004,0.718,0.05645294433419749,0.585,0.783,0.19800000000000006,0.25107999999999997,0.028990317600000003,0.292,0.17026543278070275,-0.374,0.363,0.737,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
0.6129220000000001,0.009117391915999995,0.5635,0.09548503503691035,0.474,0.744,0.27,-180.45,180.45,0.663432,0.0009044293759999998,0.673,0.03007373232573569,0.61,0.748,0.138,-0.3609,0.011022026,-0.3975,0.1049858371400638,-0.479,-0.191,0.288,Sitting,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,Sitting
