epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568493914306,2019-09-14T16:45:14.306,0.000,0.732,3.293,-4.085
1568493914316,2019-09-14T16:45:14.316,0.010,0.793,3.171,-3.963
1568493914326,2019-09-14T16:45:14.326,0.020,0.183,3.659,-4.573
1568493914336,2019-09-14T16:45:14.336,0.030,-0.305,3.902,-5.244
1568493914346,2019-09-14T16:45:14.346,0.040,-0.488,4.085,-6.220
1568493914356,2019-09-14T16:45:14.356,0.050,-0.732,4.451,-7.195
1568493914366,2019-09-14T16:45:14.366,0.060,-0.976,4.817,-7.927
1568493914376,2019-09-14T16:45:14.376,0.070,-0.671,4.817,-8.720
1568493914386,2019-09-14T16:45:14.386,0.080,0.244,4.756,-9.268
1568493914396,2019-09-14T16:45:14.396,0.090,1.402,4.695,-9.268
1568493914406,2019-09-14T16:45:14.406,0.100,2.134,4.390,-8.476
1568493914416,2019-09-14T16:45:14.416,0.110,2.561,3.841,-7.378
1568493914426,2019-09-14T16:45:14.426,0.120,3.110,3.171,-6.220
1568493914436,2019-09-14T16:45:14.436,0.130,3.841,2.500,-4.939
1568493914446,2019-09-14T16:45:14.446,0.140,4.268,2.012,-3.537
1568493914456,2019-09-14T16:45:14.456,0.150,4.207,1.463,-2.378
1568493914466,2019-09-14T16:45:14.466,0.160,3.963,1.220,-1.463
1568493914476,2019-09-14T16:45:14.476,0.170,3.232,0.915,-0.366
1568493914486,2019-09-14T16:45:14.486,0.180,1.585,0.854,0.610
1568493914496,2019-09-14T16:45:14.496,0.190,0.122,0.915,1.341
1568493914506,2019-09-14T16:45:14.506,0.200,0.122,0.793,1.402
1568493914516,2019-09-14T16:45:14.516,0.210,0.732,0.976,1.341
1568493914526,2019-09-14T16:45:14.526,0.220,0.732,0.915,1.463
1568493914536,2019-09-14T16:45:14.536,0.230,0.000,0.732,2.012
1568493914546,2019-09-14T16:45:14.546,0.240,-0.488,0.427,2.744
