epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568493598294,2019-09-14T16:39:58.294,0.000,-0.345,0.862,-0.257
1568493598304,2019-09-14T16:39:58.304,0.010,-0.343,0.870,-0.261
1568493598314,2019-09-14T16:39:58.314,0.020,-0.346,0.872,-0.253
1568493598324,2019-09-14T16:39:58.324,0.030,-0.353,0.872,-0.255
1568493598334,2019-09-14T16:39:58.334,0.040,-0.354,0.866,-0.257
1568493598344,2019-09-14T16:39:58.344,0.050,-0.363,0.863,-0.254
1568493598354,2019-09-14T16:39:58.354,0.060,-0.368,0.858,-0.255
1568493598364,2019-09-14T16:39:58.364,0.070,-0.366,0.851,-0.253
1568493598374,2019-09-14T16:39:58.374,0.080,-0.362,0.856,-0.253
1568493598384,2019-09-14T16:39:58.384,0.090,-0.363,0.872,-0.254
1568493598394,2019-09-14T16:39:58.394,0.100,-0.356,0.885,-0.250
1568493598404,2019-09-14T16:39:58.404,0.110,-0.347,0.892,-0.251
1568493598414,2019-09-14T16:39:58.414,0.120,-0.351,0.893,-0.249
1568493598424,2019-09-14T16:39:58.424,0.130,-0.351,0.885,-0.248
1568493598434,2019-09-14T16:39:58.434,0.140,-0.351,0.872,-0.242
1568493598444,2019-09-14T16:39:58.444,0.150,-0.352,0.857,-0.238
1568493598454,2019-09-14T16:39:58.454,0.160,-0.347,0.851,-0.237
1568493598464,2019-09-14T16:39:58.464,0.170,-0.338,0.866,-0.235
1568493598474,2019-09-14T16:39:58.474,0.180,-0.332,0.881,-0.233
1568493598484,2019-09-14T16:39:58.484,0.190,-0.330,0.895,-0.223
1568493598494,2019-09-14T16:39:58.494,0.200,-0.331,0.900,-0.221
1568493598504,2019-09-14T16:39:58.504,0.210,-0.333,0.891,-0.221
1568493598514,2019-09-14T16:39:58.514,0.220,-0.333,0.882,-0.213
1568493598524,2019-09-14T16:39:58.524,0.230,-0.336,0.891,-0.211
1568493598534,2019-09-14T16:39:58.534,0.240,-0.346,0.910,-0.212
1568493598544,2019-09-14T16:39:58.544,0.250,-0.355,0.923,-0.207
1568493598554,2019-09-14T16:39:58.554,0.260,-0.367,0.935,-0.202
1568493598564,2019-09-14T16:39:58.564,0.270,-0.377,0.954,-0.201
1568493598574,2019-09-14T16:39:58.574,0.280,-0.382,0.979,-0.197
