epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568488034980,2019-09-14T15:07:14.980,0.000,-0.064,0.933,-0.214
1568488034990,2019-09-14T15:07:14.990,0.010,-0.060,0.940,-0.217
1568488035000,2019-09-14T15:07:15.000,0.020,-0.055,0.937,-0.215
1568488035010,2019-09-14T15:07:15.010,0.030,-0.054,0.937,-0.217
1568488035020,2019-09-14T15:07:15.020,0.040,-0.056,0.941,-0.217
1568488035030,2019-09-14T15:07:15.030,0.050,-0.061,0.938,-0.215
1568488035040,2019-09-14T15:07:15.040,0.060,-0.069,0.936,-0.213
1568488035050,2019-09-14T15:07:15.050,0.070,-0.077,0.938,-0.210
1568488035060,2019-09-14T15:07:15.060,0.080,-0.086,0.936,-0.208
1568488035070,2019-09-14T15:07:15.070,0.090,-0.086,0.935,-0.208
1568488035080,2019-09-14T15:07:15.080,0.100,-0.082,0.942,-0.210
1568488035090,2019-09-14T15:07:15.090,0.110,-0.085,0.948,-0.212
1568488035100,2019-09-14T15:07:15.100,0.120,-0.090,0.945,-0.213
1568488035110,2019-09-14T15:07:15.110,0.130,-0.091,0.937,-0.214
1568488035120,2019-09-14T15:07:15.120,0.140,-0.083,0.953,-0.211
1568488035130,2019-09-14T15:07:15.130,0.150,-0.083,0.959,-0.215
1568488035140,2019-09-14T15:07:15.140,0.160,-0.079,0.950,-0.219
1568488035150,2019-09-14T15:07:15.150,0.170,-0.074,0.946,-0.222
1568488035160,2019-09-14T15:07:15.160,0.180,-0.064,0.952,-0.225
1568488035170,2019-09-14T15:07:15.170,0.190,-0.063,0.949,-0.230
1568488035180,2019-09-14T15:07:15.180,0.200,-0.063,0.943,-0.235
1568488035190,2019-09-14T15:07:15.190,0.210,-0.064,0.944,-0.232
1568488035200,2019-09-14T15:07:15.200,0.220,-0.065,0.947,-0.231
1568488035210,2019-09-14T15:07:15.210,0.230,-0.070,0.947,-0.229
1568488035220,2019-09-14T15:07:15.220,0.240,-0.073,0.942,-0.229
1568488035230,2019-09-14T15:07:15.230,0.250,-0.073,0.940,-0.224
1568488035240,2019-09-14T15:07:15.240,0.260,-0.071,0.948,-0.223
1568488035250,2019-09-14T15:07:15.250,0.270,-0.073,0.945,-0.224
1568488035260,2019-09-14T15:07:15.260,0.280,-0.074,0.941,-0.222
1568488035270,2019-09-14T15:07:15.270,0.290,-0.074,0.944,-0.221
1568488035280,2019-09-14T15:07:15.280,0.300,-0.075,0.948,-0.221
1568488035290,2019-09-14T15:07:15.290,0.310,-0.078,0.947,-0.221
1568488035300,2019-09-14T15:07:15.300,0.320,-0.077,0.944,-0.222
1568488035310,2019-09-14T15:07:15.310,0.330,-0.079,0.941,-0.222
1568488035320,2019-09-14T15:07:15.320,0.340,-0.080,0.940,-0.216
1568488035330,2019-09-14T15:07:15.330,0.350,-0.079,0.939,-0.216
1568488035340,2019-09-14T15:07:15.340,0.360,-0.078,0.938,-0.216
1568488035350,2019-09-14T15:07:15.350,0.370,-0.078,0.934,-0.213
1568488035360,2019-09-14T15:07:15.360,0.380,-0.074,0.937,-0.213
1568488035370,2019-09-14T15:07:15.370,0.390,-0.071,0.938,-0.214
1568488035380,2019-09-14T15:07:15.380,0.400,-0.069,0.935,-0.218
1568488035390,2019-09-14T15:07:15.390,0.410,-0.069,0.932,-0.217
1568488035400,2019-09-14T15:07:15.400,0.420,-0.070,0.934,-0.215
1568488035410,2019-09-14T15:07:15.410,0.430,-0.077,0.936,-0.215
1568488035420,2019-09-14T15:07:15.420,0.440,-0.081,0.933,-0.208
1568488035430,2019-09-14T15:07:15.430,0.450,-0.081,0.932,-0.207
1568488035440,2019-09-14T15:07:15.440,0.460,-0.080,0.934,-0.207
1568488035450,2019-09-14T15:07:15.450,0.470,-0.077,0.933,-0.205
1568488035460,2019-09-14T15:07:15.460,0.480,-0.077,0.934,-0.205
1568488035470,2019-09-14T15:07:15.470,0.490,-0.078,0.936,-0.211
1568488035480,2019-09-14T15:07:15.480,0.500,-0.081,0.941,-0.215
1568488035490,2019-09-14T15:07:15.490,0.510,-0.079,0.949,-0.215
1568488035500,2019-09-14T15:07:15.500,0.520,-0.083,0.950,-0.221
1568488035510,2019-09-14T15:07:15.510,0.530,-0.082,0.954,-0.224
1568488035520,2019-09-14T15:07:15.520,0.540,-0.080,0.957,-0.227
1568488035530,2019-09-14T15:07:15.530,0.550,-0.078,0.952,-0.226
1568488035540,2019-09-14T15:07:15.540,0.560,-0.075,0.943,-0.225
1568488035550,2019-09-14T15:07:15.550,0.570,-0.073,0.939,-0.225
1568488035560,2019-09-14T15:07:15.560,0.580,-0.069,0.935,-0.225
1568488035570,2019-09-14T15:07:15.570,0.590,-0.067,0.932,-0.228
1568488035580,2019-09-14T15:07:15.580,0.600,-0.068,0.933,-0.229
1568488035590,2019-09-14T15:07:15.590,0.610,-0.066,0.944,-0.229
1568488035600,2019-09-14T15:07:15.600,0.620,-0.065,0.951,-0.230
1568488035610,2019-09-14T15:07:15.610,0.630,-0.069,0.952,-0.230
1568488035620,2019-09-14T15:07:15.620,0.640,-0.069,0.951,-0.233
1568488035630,2019-09-14T15:07:15.630,0.650,-0.072,0.948,-0.231
1568488035640,2019-09-14T15:07:15.640,0.660,-0.077,0.950,-0.229
1568488035650,2019-09-14T15:07:15.650,0.670,-0.080,0.955,-0.228
1568488035660,2019-09-14T15:07:15.660,0.680,-0.083,0.952,-0.225
1568488035670,2019-09-14T15:07:15.670,0.690,-0.087,0.945,-0.222
1568488035680,2019-09-14T15:07:15.680,0.700,-0.086,0.944,-0.218
1568488035690,2019-09-14T15:07:15.690,0.710,-0.087,0.941,-0.218
1568488035700,2019-09-14T15:07:15.700,0.720,-0.080,0.943,-0.216
1568488035710,2019-09-14T15:07:15.710,0.730,-0.077,0.947,-0.218
1568488035720,2019-09-14T15:07:15.720,0.740,-0.074,0.945,-0.218
1568488035730,2019-09-14T15:07:15.730,0.750,-0.070,0.939,-0.216
1568488035740,2019-09-14T15:07:15.740,0.760,-0.074,0.933,-0.215
1568488035750,2019-09-14T15:07:15.750,0.770,-0.072,0.929,-0.214
1568488035760,2019-09-14T15:07:15.760,0.780,-0.068,0.928,-0.215
1568488035770,2019-09-14T15:07:15.770,0.790,-0.067,0.931,-0.214
1568488035780,2019-09-14T15:07:15.780,0.800,-0.069,0.933,-0.218
1568488035790,2019-09-14T15:07:15.790,0.810,-0.068,0.941,-0.217
1568488035800,2019-09-14T15:07:15.800,0.820,-0.070,0.944,-0.212
1568488035810,2019-09-14T15:07:15.810,0.830,-0.072,0.946,-0.213
1568488035820,2019-09-14T15:07:15.820,0.840,-0.077,0.951,-0.211
1568488035830,2019-09-14T15:07:15.830,0.850,-0.081,0.944,-0.210
1568488035840,2019-09-14T15:07:15.840,0.860,-0.083,0.937,-0.204
1568488035850,2019-09-14T15:07:15.850,0.870,-0.083,0.938,-0.202
1568488035860,2019-09-14T15:07:15.860,0.880,-0.087,0.938,-0.201
1568488035870,2019-09-14T15:07:15.870,0.890,-0.094,0.939,-0.202
1568488035880,2019-09-14T15:07:15.880,0.900,-0.094,0.943,-0.201
1568488035890,2019-09-14T15:07:15.890,0.910,-0.093,0.946,-0.203
1568488035900,2019-09-14T15:07:15.900,0.920,-0.094,0.944,-0.205
1568488035910,2019-09-14T15:07:15.910,0.930,-0.094,0.940,-0.203
1568488035920,2019-09-14T15:07:15.920,0.940,-0.093,0.943,-0.204
1568488035930,2019-09-14T15:07:15.930,0.950,-0.093,0.944,-0.199
1568488035940,2019-09-14T15:07:15.940,0.960,-0.094,0.939,-0.200
1568488035950,2019-09-14T15:07:15.950,0.970,-0.091,0.940,-0.199
1568488035960,2019-09-14T15:07:15.960,0.980,-0.089,0.944,-0.199
1568488035970,2019-09-14T15:07:15.970,0.990,-0.085,0.945,-0.203
1568488035980,2019-09-14T15:07:15.980,1.000,-0.087,0.938,-0.202
1568488035990,2019-09-14T15:07:15.990,1.010,-0.084,0.938,-0.202
1568488036000,2019-09-14T15:07:16.000,1.020,-0.086,0.939,-0.203
1568488036010,2019-09-14T15:07:16.010,1.030,-0.089,0.933,-0.204
1568488036020,2019-09-14T15:07:16.020,1.040,-0.092,0.932,-0.203
1568488036030,2019-09-14T15:07:16.030,1.050,-0.084,0.935,-0.204
1568488036040,2019-09-14T15:07:16.040,1.060,-0.084,0.941,-0.206
1568488036050,2019-09-14T15:07:16.050,1.070,-0.089,0.941,-0.205
1568488036060,2019-09-14T15:07:16.060,1.080,-0.093,0.943,-0.206
1568488036070,2019-09-14T15:07:16.070,1.090,-0.096,0.949,-0.206
1568488036080,2019-09-14T15:07:16.080,1.100,-0.099,0.944,-0.207
1568488036090,2019-09-14T15:07:16.090,1.110,-0.105,0.940,-0.201
1568488036100,2019-09-14T15:07:16.100,1.120,-0.105,0.938,-0.202
1568488036110,2019-09-14T15:07:16.110,1.130,-0.110,0.939,-0.198
1568488036120,2019-09-14T15:07:16.120,1.140,-0.114,0.938,-0.199
1568488036130,2019-09-14T15:07:16.130,1.150,-0.112,0.952,-0.199
1568488036140,2019-09-14T15:07:16.140,1.160,-0.111,0.960,-0.202
1568488036150,2019-09-14T15:07:16.150,1.170,-0.105,0.960,-0.203
1568488036160,2019-09-14T15:07:16.160,1.180,-0.103,0.954,-0.205
1568488036170,2019-09-14T15:07:16.170,1.190,-0.100,0.949,-0.206
1568488036180,2019-09-14T15:07:16.180,1.200,-0.098,0.941,-0.208
1568488036190,2019-09-14T15:07:16.190,1.210,-0.102,0.936,-0.205
1568488036200,2019-09-14T15:07:16.200,1.220,-0.102,0.931,-0.205
1568488036210,2019-09-14T15:07:16.210,1.230,-0.101,0.935,-0.202
1568488036220,2019-09-14T15:07:16.220,1.240,-0.103,0.943,-0.205
1568488036230,2019-09-14T15:07:16.230,1.250,-0.104,0.949,-0.209
1568488036240,2019-09-14T15:07:16.240,1.260,-0.100,0.953,-0.211
1568488036250,2019-09-14T15:07:16.250,1.270,-0.099,0.950,-0.214
1568488036260,2019-09-14T15:07:16.260,1.280,-0.099,0.941,-0.218
1568488036270,2019-09-14T15:07:16.270,1.290,-0.095,0.938,-0.219
1568488036280,2019-09-14T15:07:16.280,1.300,-0.093,0.936,-0.219
1568488036290,2019-09-14T15:07:16.290,1.310,-0.091,0.934,-0.218
1568488036300,2019-09-14T15:07:16.300,1.320,-0.087,0.933,-0.220
1568488036310,2019-09-14T15:07:16.310,1.330,-0.085,0.937,-0.220
1568488036320,2019-09-14T15:07:16.320,1.340,-0.089,0.944,-0.221
1568488036330,2019-09-14T15:07:16.330,1.350,-0.085,0.948,-0.221
1568488036340,2019-09-14T15:07:16.340,1.360,-0.088,0.949,-0.219
1568488036350,2019-09-14T15:07:16.350,1.370,-0.089,0.948,-0.221
1568488036360,2019-09-14T15:07:16.360,1.380,-0.093,0.950,-0.220
1568488036370,2019-09-14T15:07:16.370,1.390,-0.096,0.944,-0.220
1568488036380,2019-09-14T15:07:16.380,1.400,-0.096,0.939,-0.219
1568488036390,2019-09-14T15:07:16.390,1.410,-0.095,0.936,-0.217
1568488036400,2019-09-14T15:07:16.400,1.420,-0.097,0.934,-0.217
1568488036410,2019-09-14T15:07:16.410,1.430,-0.094,0.937,-0.217
1568488036420,2019-09-14T15:07:16.420,1.440,-0.091,0.944,-0.218
1568488036430,2019-09-14T15:07:16.430,1.450,-0.092,0.943,-0.220
1568488036440,2019-09-14T15:07:16.440,1.460,-0.095,0.937,-0.222
1568488036450,2019-09-14T15:07:16.450,1.470,-0.095,0.940,-0.219
1568488036460,2019-09-14T15:07:16.460,1.480,-0.090,0.942,-0.220
1568488036470,2019-09-14T15:07:16.470,1.490,-0.091,0.938,-0.220
1568488036480,2019-09-14T15:07:16.480,1.500,-0.093,0.934,-0.221
1568488036490,2019-09-14T15:07:16.490,1.510,-0.092,0.937,-0.221
1568488036500,2019-09-14T15:07:16.500,1.520,-0.090,0.939,-0.216
1568488036510,2019-09-14T15:07:16.510,1.530,-0.092,0.946,-0.215
1568488036520,2019-09-14T15:07:16.520,1.540,-0.094,0.946,-0.215
1568488036530,2019-09-14T15:07:16.530,1.550,-0.097,0.946,-0.215
1568488036540,2019-09-14T15:07:16.540,1.560,-0.099,0.952,-0.215
1568488036550,2019-09-14T15:07:16.550,1.570,-0.104,0.950,-0.214
1568488036560,2019-09-14T15:07:16.560,1.580,-0.104,0.947,-0.215
1568488036570,2019-09-14T15:07:16.570,1.590,-0.105,0.946,-0.215
1568488036580,2019-09-14T15:07:16.580,1.600,-0.103,0.942,-0.216
1568488036590,2019-09-14T15:07:16.590,1.610,-0.097,0.939,-0.221
1568488036600,2019-09-14T15:07:16.600,1.620,-0.092,0.941,-0.216
1568488036610,2019-09-14T15:07:16.610,1.630,-0.089,0.940,-0.213
1568488036620,2019-09-14T15:07:16.620,1.640,-0.085,0.938,-0.216
1568488036630,2019-09-14T15:07:16.630,1.650,-0.087,0.935,-0.214
1568488036640,2019-09-14T15:07:16.640,1.660,-0.087,0.931,-0.213
1568488036650,2019-09-14T15:07:16.650,1.670,-0.089,0.929,-0.213
1568488036660,2019-09-14T15:07:16.660,1.680,-0.086,0.930,-0.214
1568488036670,2019-09-14T15:07:16.670,1.690,-0.083,0.930,-0.209
1568488036680,2019-09-14T15:07:16.680,1.700,-0.084,0.938,-0.209
1568488036690,2019-09-14T15:07:16.690,1.710,-0.087,0.944,-0.212
1568488036700,2019-09-14T15:07:16.700,1.720,-0.094,0.943,-0.209
1568488036710,2019-09-14T15:07:16.710,1.730,-0.100,0.944,-0.207
1568488036720,2019-09-14T15:07:16.720,1.740,-0.100,0.949,-0.203
1568488036730,2019-09-14T15:07:16.730,1.750,-0.102,0.943,-0.202
1568488036740,2019-09-14T15:07:16.740,1.760,-0.105,0.937,-0.203
1568488036750,2019-09-14T15:07:16.750,1.770,-0.098,0.944,-0.201
1568488036760,2019-09-14T15:07:16.760,1.780,-0.089,0.947,-0.203
1568488036770,2019-09-14T15:07:16.770,1.790,-0.087,0.944,-0.201
1568488036780,2019-09-14T15:07:16.780,1.800,-0.085,0.939,-0.203
1568488036790,2019-09-14T15:07:16.790,1.810,-0.087,0.931,-0.198
1568488036800,2019-09-14T15:07:16.800,1.820,-0.092,0.926,-0.198
1568488036810,2019-09-14T15:07:16.810,1.830,-0.095,0.932,-0.200
1568488036820,2019-09-14T15:07:16.820,1.840,-0.096,0.937,-0.202
1568488036830,2019-09-14T15:07:16.830,1.850,-0.094,0.939,-0.207
1568488036840,2019-09-14T15:07:16.840,1.860,-0.095,0.940,-0.209
1568488036850,2019-09-14T15:07:16.850,1.870,-0.093,0.940,-0.211
1568488036860,2019-09-14T15:07:16.860,1.880,-0.098,0.938,-0.210
1568488036870,2019-09-14T15:07:16.870,1.890,-0.099,0.935,-0.216
1568488036880,2019-09-14T15:07:16.880,1.900,-0.094,0.932,-0.219
1568488036890,2019-09-14T15:07:16.890,1.910,-0.091,0.934,-0.223
1568488036900,2019-09-14T15:07:16.900,1.920,-0.089,0.938,-0.228
1568488036910,2019-09-14T15:07:16.910,1.930,-0.085,0.939,-0.230
1568488036920,2019-09-14T15:07:16.920,1.940,-0.083,0.939,-0.232
1568488036930,2019-09-14T15:07:16.930,1.950,-0.080,0.947,-0.236
1568488036940,2019-09-14T15:07:16.940,1.960,-0.078,0.952,-0.239
1568488036950,2019-09-14T15:07:16.950,1.970,-0.079,0.947,-0.242
1568488036960,2019-09-14T15:07:16.960,1.980,-0.077,0.946,-0.238
1568488036970,2019-09-14T15:07:16.970,1.990,-0.073,0.951,-0.243
1568488036980,2019-09-14T15:07:16.980,2.000,-0.075,0.950,-0.246
1568488036990,2019-09-14T15:07:16.990,2.010,-0.075,0.948,-0.246
1568488037000,2019-09-14T15:07:17.000,2.020,-0.075,0.946,-0.248
1568488037010,2019-09-14T15:07:17.010,2.030,-0.080,0.943,-0.250
1568488037020,2019-09-14T15:07:17.020,2.040,-0.081,0.940,-0.247
1568488037030,2019-09-14T15:07:17.030,2.050,-0.081,0.935,-0.241
1568488037040,2019-09-14T15:07:17.040,2.060,-0.076,0.941,-0.240
1568488037050,2019-09-14T15:07:17.050,2.070,-0.074,0.942,-0.241
1568488037060,2019-09-14T15:07:17.060,2.080,-0.077,0.940,-0.234
1568488037070,2019-09-14T15:07:17.070,2.090,-0.075,0.939,-0.235
1568488037080,2019-09-14T15:07:17.080,2.100,-0.073,0.933,-0.234
1568488037090,2019-09-14T15:07:17.090,2.110,-0.076,0.928,-0.231
1568488037100,2019-09-14T15:07:17.100,2.120,-0.077,0.931,-0.231
1568488037110,2019-09-14T15:07:17.110,2.130,-0.082,0.933,-0.232
1568488037120,2019-09-14T15:07:17.120,2.140,-0.083,0.933,-0.232
1568488037130,2019-09-14T15:07:17.130,2.150,-0.085,0.933,-0.233
1568488037140,2019-09-14T15:07:17.140,2.160,-0.083,0.935,-0.232
1568488037150,2019-09-14T15:07:17.150,2.170,-0.075,0.940,-0.229
1568488037160,2019-09-14T15:07:17.160,2.180,-0.069,0.936,-0.229
1568488037170,2019-09-14T15:07:17.170,2.190,-0.068,0.933,-0.228
1568488037180,2019-09-14T15:07:17.180,2.200,-0.065,0.936,-0.230
1568488037190,2019-09-14T15:07:17.190,2.210,-0.066,0.931,-0.231
1568488037200,2019-09-14T15:07:17.200,2.220,-0.069,0.923,-0.230
1568488037210,2019-09-14T15:07:17.210,2.230,-0.074,0.929,-0.230
1568488037220,2019-09-14T15:07:17.220,2.240,-0.074,0.932,-0.229
1568488037230,2019-09-14T15:07:17.230,2.250,-0.077,0.932,-0.229
1568488037240,2019-09-14T15:07:17.240,2.260,-0.076,0.942,-0.236
1568488037250,2019-09-14T15:07:17.250,2.270,-0.078,0.946,-0.232
1568488037260,2019-09-14T15:07:17.260,2.280,-0.079,0.944,-0.235
1568488037270,2019-09-14T15:07:17.270,2.290,-0.079,0.938,-0.231
1568488037280,2019-09-14T15:07:17.280,2.300,-0.078,0.936,-0.227
