epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568493366994,2019-09-14T16:36:06.994,0.000,-0.375,0.903,-0.126
1568493367004,2019-09-14T16:36:07.004,0.010,-0.394,0.878,-0.125
1568493367014,2019-09-14T16:36:07.014,0.020,-0.387,0.867,-0.120
1568493367024,2019-09-14T16:36:07.024,0.030,-0.385,0.888,-0.121
1568493367034,2019-09-14T16:36:07.034,0.040,-0.387,0.896,-0.121
1568493367044,2019-09-14T16:36:07.044,0.050,-0.392,0.884,-0.117
1568493367054,2019-09-14T16:36:07.054,0.060,-0.389,0.874,-0.119
1568493367064,2019-09-14T16:36:07.064,0.070,-0.387,0.874,-0.119
1568493367074,2019-09-14T16:36:07.074,0.080,-0.381,0.888,-0.125
1568493367084,2019-09-14T16:36:07.084,0.090,-0.374,0.902,-0.125
1568493367094,2019-09-14T16:36:07.094,0.100,-0.372,0.910,-0.127
1568493367104,2019-09-14T16:36:07.104,0.110,-0.383,0.915,-0.129
1568493367114,2019-09-14T16:36:07.114,0.120,-0.390,0.906,-0.126
1568493367124,2019-09-14T16:36:07.124,0.130,-0.387,0.903,-0.118
1568493367134,2019-09-14T16:36:07.134,0.140,-0.401,0.905,-0.120
1568493367144,2019-09-14T16:36:07.144,0.150,-0.411,0.912,-0.119
1568493367154,2019-09-14T16:36:07.154,0.160,-0.409,0.924,-0.116
1568493367164,2019-09-14T16:36:07.164,0.170,-0.408,0.921,-0.117
1568493367174,2019-09-14T16:36:07.174,0.180,-0.407,0.907,-0.121
1568493367184,2019-09-14T16:36:07.184,0.190,-0.400,0.894,-0.119
1568493367194,2019-09-14T16:36:07.194,0.200,-0.396,0.879,-0.118
1568493367204,2019-09-14T16:36:07.204,0.210,-0.384,0.865,-0.116
1568493367214,2019-09-14T16:36:07.214,0.220,-0.374,0.865,-0.113
1568493367224,2019-09-14T16:36:07.224,0.230,-0.371,0.869,-0.112
1568493367234,2019-09-14T16:36:07.234,0.240,-0.375,0.863,-0.115
1568493367244,2019-09-14T16:36:07.244,0.250,-0.376,0.837,-0.122
1568493367254,2019-09-14T16:36:07.254,0.260,-0.365,0.823,-0.115
1568493367264,2019-09-14T16:36:07.264,0.270,-0.359,0.869,-0.106
