epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568493481833,2019-09-14T16:38:01.833,0.000,-0.487,0.820,-0.139
1568493481843,2019-09-14T16:38:01.843,0.010,-0.488,0.828,-0.142
1568493481853,2019-09-14T16:38:01.853,0.020,-0.487,0.824,-0.137
1568493481863,2019-09-14T16:38:01.863,0.030,-0.488,0.823,-0.136
1568493481873,2019-09-14T16:38:01.873,0.040,-0.487,0.822,-0.135
1568493481883,2019-09-14T16:38:01.883,0.050,-0.484,0.823,-0.133
1568493481893,2019-09-14T16:38:01.893,0.060,-0.482,0.822,-0.133
1568493481903,2019-09-14T16:38:01.903,0.070,-0.485,0.827,-0.129
1568493481913,2019-09-14T16:38:01.913,0.080,-0.482,0.828,-0.131
1568493481923,2019-09-14T16:38:01.923,0.090,-0.484,0.832,-0.130
1568493481933,2019-09-14T16:38:01.933,0.100,-0.489,0.836,-0.131
1568493481943,2019-09-14T16:38:01.943,0.110,-0.491,0.834,-0.133
1568493481953,2019-09-14T16:38:01.953,0.120,-0.490,0.833,-0.133
1568493481963,2019-09-14T16:38:01.963,0.130,-0.487,0.832,-0.134
1568493481973,2019-09-14T16:38:01.973,0.140,-0.484,0.832,-0.136
1568493481983,2019-09-14T16:38:01.983,0.150,-0.482,0.832,-0.135
1568493481993,2019-09-14T16:38:01.993,0.160,-0.479,0.834,-0.133
1568493482003,2019-09-14T16:38:02.003,0.170,-0.475,0.833,-0.133
1568493482013,2019-09-14T16:38:02.013,0.180,-0.470,0.834,-0.132
1568493482023,2019-09-14T16:38:02.023,0.190,-0.468,0.836,-0.132
1568493482033,2019-09-14T16:38:02.033,0.200,-0.464,0.834,-0.132
1568493482043,2019-09-14T16:38:02.043,0.210,-0.467,0.834,-0.132
1568493482053,2019-09-14T16:38:02.053,0.220,-0.470,0.828,-0.129
1568493482063,2019-09-14T16:38:02.063,0.230,-0.469,0.824,-0.127
1568493482073,2019-09-14T16:38:02.073,0.240,-0.468,0.828,-0.127
1568493482083,2019-09-14T16:38:02.083,0.250,-0.470,0.833,-0.130
1568493482093,2019-09-14T16:38:02.093,0.260,-0.471,0.833,-0.126
1568493482103,2019-09-14T16:38:02.103,0.270,-0.470,0.830,-0.125
1568493482113,2019-09-14T16:38:02.113,0.280,-0.476,0.835,-0.123
1568493482123,2019-09-14T16:38:02.123,0.290,-0.479,0.845,-0.125
1568493482133,2019-09-14T16:38:02.133,0.300,-0.482,0.852,-0.122
1568493482143,2019-09-14T16:38:02.143,0.310,-0.482,0.851,-0.121
1568493482153,2019-09-14T16:38:02.153,0.320,-0.475,0.847,-0.123
1568493482163,2019-09-14T16:38:02.163,0.330,-0.470,0.845,-0.121
1568493482173,2019-09-14T16:38:02.173,0.340,-0.470,0.844,-0.123
1568493482183,2019-09-14T16:38:02.183,0.350,-0.463,0.846,-0.123
1568493482193,2019-09-14T16:38:02.193,0.360,-0.458,0.854,-0.118
1568493482203,2019-09-14T16:38:02.203,0.370,-0.458,0.863,-0.116
1568493482213,2019-09-14T16:38:02.213,0.380,-0.462,0.874,-0.119
1568493482223,2019-09-14T16:38:02.223,0.390,-0.464,0.878,-0.115
1568493482233,2019-09-14T16:38:02.233,0.400,-0.461,0.880,-0.111
1568493482243,2019-09-14T16:38:02.243,0.410,-0.453,0.878,-0.111
1568493482253,2019-09-14T16:38:02.253,0.420,-0.444,0.875,-0.113
1568493482263,2019-09-14T16:38:02.263,0.430,-0.439,0.881,-0.112
1568493482273,2019-09-14T16:38:02.273,0.440,-0.440,0.897,-0.116
1568493482283,2019-09-14T16:38:02.283,0.450,-0.439,0.913,-0.118
1568493482293,2019-09-14T16:38:02.293,0.460,-0.446,0.922,-0.119
1568493482303,2019-09-14T16:38:02.303,0.470,-0.444,0.925,-0.123
1568493482313,2019-09-14T16:38:02.313,0.480,-0.434,0.938,-0.123
1568493482323,2019-09-14T16:38:02.323,0.490,-0.427,0.954,-0.120
1568493482333,2019-09-14T16:38:02.333,0.500,-0.416,0.964,-0.123
1568493482343,2019-09-14T16:38:02.343,0.510,-0.410,0.961,-0.125
1568493482353,2019-09-14T16:38:02.353,0.520,-0.403,0.953,-0.120
1568493482363,2019-09-14T16:38:02.363,0.530,-0.386,0.960,-0.119
1568493482373,2019-09-14T16:38:02.373,0.540,-0.375,0.968,-0.120
1568493482383,2019-09-14T16:38:02.383,0.550,-0.368,0.973,-0.119
1568493482393,2019-09-14T16:38:02.393,0.560,-0.354,0.977,-0.118
1568493482403,2019-09-14T16:38:02.403,0.570,-0.336,0.984,-0.114
1568493482413,2019-09-14T16:38:02.413,0.580,-0.333,0.985,-0.115
1568493482423,2019-09-14T16:38:02.423,0.590,-0.336,0.976,-0.111
1568493482433,2019-09-14T16:38:02.433,0.600,-0.326,0.956,-0.107
1568493482443,2019-09-14T16:38:02.443,0.610,-0.313,0.942,-0.106
1568493482453,2019-09-14T16:38:02.453,0.620,-0.291,0.940,-0.103
1568493482463,2019-09-14T16:38:02.463,0.630,-0.264,0.961,-0.104
1568493482473,2019-09-14T16:38:02.473,0.640,-0.262,0.968,-0.105
1568493482483,2019-09-14T16:38:02.483,0.650,-0.260,0.944,-0.103
1568493482493,2019-09-14T16:38:02.493,0.660,-0.254,0.928,-0.097
1568493482503,2019-09-14T16:38:02.503,0.670,-0.235,0.917,-0.088
1568493482513,2019-09-14T16:38:02.513,0.680,-0.207,0.910,-0.083
1568493482523,2019-09-14T16:38:02.523,0.690,-0.177,0.914,-0.078
1568493482533,2019-09-14T16:38:02.533,0.700,-0.160,0.917,-0.075
1568493482543,2019-09-14T16:38:02.543,0.710,-0.146,0.916,-0.072
1568493482553,2019-09-14T16:38:02.553,0.720,-0.134,0.919,-0.067
1568493482563,2019-09-14T16:38:02.563,0.730,-0.128,0.915,-0.063
1568493482573,2019-09-14T16:38:02.573,0.740,-0.125,0.901,-0.058
1568493482583,2019-09-14T16:38:02.583,0.750,-0.120,0.885,-0.055
1568493482593,2019-09-14T16:38:02.593,0.760,-0.106,0.886,-0.049
1568493482603,2019-09-14T16:38:02.603,0.770,-0.100,0.905,-0.051
1568493482613,2019-09-14T16:38:02.613,0.780,-0.084,0.920,-0.053
1568493482623,2019-09-14T16:38:02.623,0.790,-0.062,0.925,-0.052
1568493482633,2019-09-14T16:38:02.633,0.800,-0.042,0.920,-0.056
1568493482643,2019-09-14T16:38:02.643,0.810,-0.023,0.913,-0.058
1568493482653,2019-09-14T16:38:02.653,0.820,-0.015,0.909,-0.059
1568493482663,2019-09-14T16:38:02.663,0.830,-0.007,0.909,-0.068
1568493482673,2019-09-14T16:38:02.673,0.840,0.010,0.918,-0.066
1568493482683,2019-09-14T16:38:02.683,0.850,0.023,0.921,-0.071
1568493482693,2019-09-14T16:38:02.693,0.860,0.033,0.918,-0.069
1568493482703,2019-09-14T16:38:02.703,0.870,0.039,0.914,-0.073
1568493482713,2019-09-14T16:38:02.713,0.880,0.052,0.917,-0.080
1568493482723,2019-09-14T16:38:02.723,0.890,0.069,0.921,-0.083
1568493482733,2019-09-14T16:38:02.733,0.900,0.084,0.924,-0.084
1568493482743,2019-09-14T16:38:02.743,0.910,0.093,0.928,-0.088
1568493482753,2019-09-14T16:38:02.753,0.920,0.101,0.935,-0.093
1568493482763,2019-09-14T16:38:02.763,0.930,0.111,0.957,-0.095
1568493482773,2019-09-14T16:38:02.773,0.940,0.122,0.978,-0.098
1568493482783,2019-09-14T16:38:02.783,0.950,0.140,1.000,-0.100
1568493482793,2019-09-14T16:38:02.793,0.960,0.153,1.015,-0.100
1568493482803,2019-09-14T16:38:02.803,0.970,0.162,1.017,-0.101
1568493482813,2019-09-14T16:38:02.813,0.980,0.165,1.022,-0.099
1568493482823,2019-09-14T16:38:02.823,0.990,0.165,1.031,-0.102
