epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568488587072,2019-09-14T15:16:27.072,0.000,20.183,-20.488,16.951
1568488587082,2019-09-14T15:16:27.082,0.010,20.000,-20.427,17.073
1568488587092,2019-09-14T15:16:27.092,0.020,20.671,-21.220,16.768
1568488587102,2019-09-14T15:16:27.102,0.030,21.220,-21.890,16.098
1568488587112,2019-09-14T15:16:27.112,0.040,21.463,-22.317,15.610
1568488587122,2019-09-14T15:16:27.122,0.050,21.829,-22.622,15.488
1568488587132,2019-09-14T15:16:27.132,0.060,21.829,-22.744,15.549
1568488587142,2019-09-14T15:16:27.142,0.070,21.707,-22.927,15.793
1568488587152,2019-09-14T15:16:27.152,0.080,21.707,-23.049,16.037
1568488587162,2019-09-14T15:16:27.162,0.090,21.951,-23.232,15.915
1568488587172,2019-09-14T15:16:27.172,0.100,22.256,-23.415,15.854
1568488587182,2019-09-14T15:16:27.182,0.110,22.195,-23.537,15.488
1568488587192,2019-09-14T15:16:27.192,0.120,22.256,-23.780,14.939
1568488587202,2019-09-14T15:16:27.202,0.130,22.866,-24.146,14.024
1568488587212,2019-09-14T15:16:27.212,0.140,23.537,-24.451,13.171
1568488587222,2019-09-14T15:16:27.222,0.150,24.207,-24.573,12.805
1568488587232,2019-09-14T15:16:27.232,0.160,23.963,-24.390,13.232
1568488587242,2019-09-14T15:16:27.242,0.170,23.232,-23.963,13.476
1568488587252,2019-09-14T15:16:27.252,0.180,23.110,-23.537,13.232
1568488587262,2019-09-14T15:16:27.262,0.190,23.110,-23.110,13.171
1568488587272,2019-09-14T15:16:27.272,0.200,22.805,-22.744,13.293
1568488587282,2019-09-14T15:16:27.282,0.210,22.073,-22.378,13.171
1568488587292,2019-09-14T15:16:27.292,0.220,22.073,-22.195,12.805
1568488587302,2019-09-14T15:16:27.302,0.230,22.256,-22.073,12.256
1568488587312,2019-09-14T15:16:27.312,0.240,22.317,-21.951,11.280
1568488587322,2019-09-14T15:16:27.322,0.250,22.134,-21.463,10.305
1568488587332,2019-09-14T15:16:27.332,0.260,21.829,-21.159,9.512
1568488587342,2019-09-14T15:16:27.342,0.270,21.463,-20.854,8.659
1568488587352,2019-09-14T15:16:27.352,0.280,20.915,-20.488,8.049
1568488587362,2019-09-14T15:16:27.362,0.290,20.610,-20.366,7.439
1568488587372,2019-09-14T15:16:27.372,0.300,20.549,-20.122,6.951
1568488587382,2019-09-14T15:16:27.382,0.310,20.366,-19.695,6.646
1568488587392,2019-09-14T15:16:27.392,0.320,20.122,-19.390,6.402
1568488587402,2019-09-14T15:16:27.402,0.330,19.573,-19.146,6.280
1568488587412,2019-09-14T15:16:27.412,0.340,18.902,-19.024,5.976
1568488587422,2019-09-14T15:16:27.422,0.350,18.232,-18.720,5.915
1568488587432,2019-09-14T15:16:27.432,0.360,17.439,-18.171,5.915
1568488587442,2019-09-14T15:16:27.442,0.370,16.280,-17.500,6.037
1568488587452,2019-09-14T15:16:27.452,0.380,14.878,-16.463,6.402
1568488587462,2019-09-14T15:16:27.462,0.390,13.537,-15.610,6.585
1568488587472,2019-09-14T15:16:27.472,0.400,12.317,-14.817,6.524
1568488587482,2019-09-14T15:16:27.482,0.410,11.341,-13.902,6.524
1568488587492,2019-09-14T15:16:27.492,0.420,10.305,-13.110,6.585
1568488587502,2019-09-14T15:16:27.502,0.430,9.390,-12.195,6.280
1568488587512,2019-09-14T15:16:27.512,0.440,8.902,-11.159,5.915
1568488587522,2019-09-14T15:16:27.522,0.450,7.683,-9.817,5.610
1568488587532,2019-09-14T15:16:27.532,0.460,6.220,-8.171,5.305
1568488587542,2019-09-14T15:16:27.542,0.470,5.183,-6.646,4.939
1568488587552,2019-09-14T15:16:27.552,0.480,4.390,-5.122,4.695
1568488587562,2019-09-14T15:16:27.562,0.490,4.024,-3.598,4.817
1568488587572,2019-09-14T15:16:27.572,0.500,3.720,-2.195,5.244
1568488587582,2019-09-14T15:16:27.582,0.510,3.841,-0.976,5.610
1568488587592,2019-09-14T15:16:27.592,0.520,4.451,0.061,5.671
1568488587602,2019-09-14T15:16:27.602,0.530,5.305,1.220,5.976
1568488587612,2019-09-14T15:16:27.612,0.540,5.671,2.622,6.280
1568488587622,2019-09-14T15:16:27.622,0.550,5.610,4.268,6.098
1568488587632,2019-09-14T15:16:27.632,0.560,5.305,6.402,5.610
1568488587642,2019-09-14T15:16:27.642,0.570,4.573,8.963,4.878
