epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568493125959,2019-09-14T16:32:05.959,0.000,0.672,0.709,-0.017
1568493125969,2019-09-14T16:32:05.969,0.010,0.676,0.714,-0.009
1568493125979,2019-09-14T16:32:05.979,0.020,0.671,0.698,-0.001
1568493125989,2019-09-14T16:32:05.989,0.030,0.670,0.686,0.001
1568493125999,2019-09-14T16:32:05.999,0.040,0.669,0.679,0.007
1568493126009,2019-09-14T16:32:06.009,0.050,0.666,0.673,0.007
1568493126019,2019-09-14T16:32:06.019,0.060,0.666,0.675,0.000
1568493126029,2019-09-14T16:32:06.029,0.070,0.668,0.693,-0.001
1568493126039,2019-09-14T16:32:06.039,0.080,0.670,0.714,0.000
1568493126049,2019-09-14T16:32:06.049,0.090,0.672,0.725,0.000
1568493126059,2019-09-14T16:32:06.059,0.100,0.674,0.732,0.002
1568493126069,2019-09-14T16:32:06.069,0.110,0.682,0.744,0.001
1568493126079,2019-09-14T16:32:06.079,0.120,0.692,0.750,0.004
1568493126089,2019-09-14T16:32:06.089,0.130,0.699,0.751,0.008
1568493126099,2019-09-14T16:32:06.099,0.140,0.704,0.747,0.007
1568493126109,2019-09-14T16:32:06.109,0.150,0.709,0.745,0.005
1568493126119,2019-09-14T16:32:06.119,0.160,0.717,0.743,0.005
1568493126129,2019-09-14T16:32:06.129,0.170,0.720,0.741,0.004
1568493126139,2019-09-14T16:32:06.139,0.180,0.721,0.748,0.002
1568493126149,2019-09-14T16:32:06.149,0.190,0.724,0.760,0.001
1568493126159,2019-09-14T16:32:06.159,0.200,0.725,0.774,-0.001
1568493126169,2019-09-14T16:32:06.169,0.210,0.722,0.785,0.000
1568493126179,2019-09-14T16:32:06.179,0.220,0.720,0.786,0.000
1568493126189,2019-09-14T16:32:06.189,0.230,0.708,0.794,0.000
1568493126199,2019-09-14T16:32:06.199,0.240,0.693,0.806,0.002
1568493126209,2019-09-14T16:32:06.209,0.250,0.681,0.800,-0.000
1568493126219,2019-09-14T16:32:06.219,0.260,0.671,0.782,-0.002
1568493126229,2019-09-14T16:32:06.229,0.270,0.657,0.773,-0.000
1568493126239,2019-09-14T16:32:06.239,0.280,0.651,0.776,0.001
1568493126249,2019-09-14T16:32:06.249,0.290,0.644,0.773,0.003
1568493126259,2019-09-14T16:32:06.259,0.300,0.631,0.758,0.002
1568493126269,2019-09-14T16:32:06.269,0.310,0.622,0.741,0.003
1568493126279,2019-09-14T16:32:06.279,0.320,0.608,0.728,0.002
1568493126289,2019-09-14T16:32:06.289,0.330,0.597,0.727,0.001
1568493126299,2019-09-14T16:32:06.299,0.340,0.593,0.725,0.003
1568493126309,2019-09-14T16:32:06.309,0.350,0.588,0.724,0.005
1568493126319,2019-09-14T16:32:06.319,0.360,0.585,0.728,0.003
1568493126329,2019-09-14T16:32:06.329,0.370,0.592,0.736,0.002
1568493126339,2019-09-14T16:32:06.339,0.380,0.597,0.743,0.009
1568493126349,2019-09-14T16:32:06.349,0.390,0.605,0.748,0.011
1568493126359,2019-09-14T16:32:06.359,0.400,0.611,0.747,0.006
1568493126369,2019-09-14T16:32:06.369,0.410,0.617,0.743,0.009
1568493126379,2019-09-14T16:32:06.379,0.420,0.621,0.734,0.008
1568493126389,2019-09-14T16:32:06.389,0.430,0.619,0.727,0.011
1568493126399,2019-09-14T16:32:06.399,0.440,0.620,0.732,0.012
1568493126409,2019-09-14T16:32:06.409,0.450,0.620,0.740,0.016
1568493126419,2019-09-14T16:32:06.419,0.460,0.617,0.745,0.016
1568493126429,2019-09-14T16:32:06.429,0.470,0.610,0.752,0.016
1568493126439,2019-09-14T16:32:06.439,0.480,0.603,0.760,0.018
1568493126449,2019-09-14T16:32:06.449,0.490,0.595,0.767,0.014
1568493126459,2019-09-14T16:32:06.459,0.500,0.585,0.768,0.015
1568493126469,2019-09-14T16:32:06.469,0.510,0.570,0.759,0.017
1568493126479,2019-09-14T16:32:06.479,0.520,0.556,0.751,0.017
1568493126489,2019-09-14T16:32:06.489,0.530,0.547,0.753,0.016
1568493126499,2019-09-14T16:32:06.499,0.540,0.540,0.767,0.016
1568493126509,2019-09-14T16:32:06.509,0.550,0.541,0.786,0.018
1568493126519,2019-09-14T16:32:06.519,0.560,0.547,0.801,0.018
1568493126529,2019-09-14T16:32:06.529,0.570,0.543,0.803,0.020
1568493126539,2019-09-14T16:32:06.539,0.580,0.536,0.788,0.020
1568493126549,2019-09-14T16:32:06.549,0.590,0.525,0.776,0.021
1568493126559,2019-09-14T16:32:06.559,0.600,0.520,0.777,0.021
1568493126569,2019-09-14T16:32:06.569,0.610,0.516,0.778,0.010
1568493126579,2019-09-14T16:32:06.579,0.620,0.505,0.799,-0.002
1568493126589,2019-09-14T16:32:06.589,0.630,0.501,0.840,-0.012
1568493126599,2019-09-14T16:32:06.599,0.640,0.507,0.869,-0.017
1568493126609,2019-09-14T16:32:06.609,0.650,0.515,0.849,-0.028
1568493126619,2019-09-14T16:32:06.619,0.660,0.510,0.825,-0.037
1568493126629,2019-09-14T16:32:06.629,0.670,0.504,0.856,-0.040
1568493126639,2019-09-14T16:32:06.639,0.680,0.505,0.907,-0.038
1568493126649,2019-09-14T16:32:06.649,0.690,0.506,0.894,-0.037
1568493126659,2019-09-14T16:32:06.659,0.700,0.511,0.828,-0.034
1568493126669,2019-09-14T16:32:06.669,0.710,0.524,0.778,-0.027
1568493126679,2019-09-14T16:32:06.679,0.720,0.535,0.742,-0.029
1568493126689,2019-09-14T16:32:06.689,0.730,0.546,0.703,-0.034
1568493126699,2019-09-14T16:32:06.699,0.740,0.561,0.713,-0.041
1568493126709,2019-09-14T16:32:06.709,0.750,0.606,0.765,-0.062
1568493126719,2019-09-14T16:32:06.719,0.760,0.639,0.751,-0.087
1568493126729,2019-09-14T16:32:06.729,0.770,0.663,0.656,-0.116
1568493126739,2019-09-14T16:32:06.739,0.780,0.712,0.573,-0.139
1568493126749,2019-09-14T16:32:06.749,0.790,0.759,0.564,-0.177
1568493126759,2019-09-14T16:32:06.759,0.800,0.808,0.613,-0.211
1568493126769,2019-09-14T16:32:06.769,0.810,0.855,0.644,-0.247
1568493126779,2019-09-14T16:32:06.779,0.820,0.860,0.654,-0.283
1568493126789,2019-09-14T16:32:06.789,0.830,0.863,0.688,-0.323
1568493126799,2019-09-14T16:32:06.799,0.840,0.896,0.721,-0.375
1568493126809,2019-09-14T16:32:06.809,0.850,0.933,0.719,-0.437
1568493126819,2019-09-14T16:32:06.819,0.860,0.982,0.731,-0.497
1568493126829,2019-09-14T16:32:06.829,0.870,1.071,0.830,-0.542
1568493126839,2019-09-14T16:32:06.839,0.880,1.143,1.017,-0.550
1568493126849,2019-09-14T16:32:06.849,0.890,1.170,1.249,-0.516
1568493126859,2019-09-14T16:32:06.859,0.900,1.221,1.420,-0.473
1568493126869,2019-09-14T16:32:06.869,0.910,1.305,1.429,-0.436
1568493126879,2019-09-14T16:32:06.879,0.920,1.336,1.308,-0.415
1568493126889,2019-09-14T16:32:06.889,0.930,1.294,1.181,-0.418
1568493126899,2019-09-14T16:32:06.899,0.940,1.260,1.172,-0.405
1568493126909,2019-09-14T16:32:06.909,0.950,1.204,1.343,-0.402
1568493126919,2019-09-14T16:32:06.919,0.960,1.200,1.460,-0.427
1568493126929,2019-09-14T16:32:06.929,0.970,1.173,1.386,-0.422
1568493126939,2019-09-14T16:32:06.939,0.980,1.101,1.243,-0.407
1568493126949,2019-09-14T16:32:06.949,0.990,1.056,1.179,-0.391
1568493126959,2019-09-14T16:32:06.959,1.000,0.989,1.172,-0.373
1568493126969,2019-09-14T16:32:06.969,1.010,0.919,1.107,-0.340
1568493126979,2019-09-14T16:32:06.979,1.020,0.840,0.980,-0.290
1568493126989,2019-09-14T16:32:06.989,1.030,0.731,0.898,-0.236
1568493126999,2019-09-14T16:32:06.999,1.040,0.637,0.870,-0.193
1568493127009,2019-09-14T16:32:07.009,1.050,0.565,0.819,-0.151
1568493127019,2019-09-14T16:32:07.019,1.060,0.496,0.682,-0.109
1568493127029,2019-09-14T16:32:07.029,1.070,0.425,0.510,-0.073
1568493127039,2019-09-14T16:32:07.039,1.080,0.373,0.373,-0.042
1568493127049,2019-09-14T16:32:07.049,1.090,0.344,0.258,-0.023
1568493127059,2019-09-14T16:32:07.059,1.100,0.316,0.133,-0.008
1568493127069,2019-09-14T16:32:07.069,1.110,0.279,-0.004,0.003
1568493127079,2019-09-14T16:32:07.079,1.120,0.249,-0.111,0.011
1568493127089,2019-09-14T16:32:07.089,1.130,0.233,-0.152,0.021
1568493127099,2019-09-14T16:32:07.099,1.140,0.255,-0.117,0.033
1568493127109,2019-09-14T16:32:07.109,1.150,0.242,-0.015,0.047
1568493127119,2019-09-14T16:32:07.119,1.160,0.136,0.071,0.051
1568493127129,2019-09-14T16:32:07.129,1.170,0.101,0.060,0.053
1568493127139,2019-09-14T16:32:07.139,1.180,0.109,-0.020,0.063
1568493127149,2019-09-14T16:32:07.149,1.190,0.102,-0.087,0.071
1568493127159,2019-09-14T16:32:07.159,1.200,0.117,-0.090,0.076
1568493127169,2019-09-14T16:32:07.169,1.210,0.140,-0.062,0.081
1568493127179,2019-09-14T16:32:07.179,1.220,0.184,-0.050,0.091
1568493127189,2019-09-14T16:32:07.189,1.230,0.269,-0.036,0.114
1568493127199,2019-09-14T16:32:07.199,1.240,0.342,0.106,0.130
1568493127209,2019-09-14T16:32:07.209,1.250,0.375,0.500,0.168
1568493127219,2019-09-14T16:32:07.219,1.260,0.396,1.163,0.220
1568493127229,2019-09-14T16:32:07.229,1.270,0.864,1.703,0.125
1568493127239,2019-09-14T16:32:07.239,1.280,1.229,1.382,0.131
1568493127249,2019-09-14T16:32:07.249,1.290,0.790,0.797,0.160
1568493127259,2019-09-14T16:32:07.259,1.300,1.046,0.782,0.143
1568493127269,2019-09-14T16:32:07.269,1.310,1.344,1.301,0.136
1568493127279,2019-09-14T16:32:07.279,1.320,1.363,1.802,0.089
1568493127289,2019-09-14T16:32:07.289,1.330,1.265,1.952,0.054
1568493127299,2019-09-14T16:32:07.299,1.340,1.015,1.794,0.047
1568493127309,2019-09-14T16:32:07.309,1.350,0.838,1.736,0.015
1568493127319,2019-09-14T16:32:07.319,1.360,0.750,1.874,-0.052
1568493127329,2019-09-14T16:32:07.329,1.370,0.577,1.978,-0.124
1568493127339,2019-09-14T16:32:07.339,1.380,0.516,1.835,-0.133
1568493127349,2019-09-14T16:32:07.349,1.390,0.498,1.560,-0.114
1568493127359,2019-09-14T16:32:07.359,1.400,0.498,1.376,-0.088
1568493127369,2019-09-14T16:32:07.369,1.410,0.558,1.269,-0.082
1568493127379,2019-09-14T16:32:07.379,1.420,0.590,1.168,-0.079
1568493127389,2019-09-14T16:32:07.389,1.430,0.653,1.115,-0.088
1568493127399,2019-09-14T16:32:07.399,1.440,0.709,1.118,-0.116
1568493127409,2019-09-14T16:32:07.409,1.450,0.680,1.085,-0.133
1568493127419,2019-09-14T16:32:07.419,1.460,0.621,1.037,-0.127
1568493127429,2019-09-14T16:32:07.429,1.470,0.596,0.978,-0.117
1568493127439,2019-09-14T16:32:07.439,1.480,0.572,0.914,-0.097
1568493127449,2019-09-14T16:32:07.449,1.490,0.597,0.800,-0.106
1568493127459,2019-09-14T16:32:07.459,1.500,0.590,0.626,-0.126
1568493127469,2019-09-14T16:32:07.469,1.510,0.539,0.453,-0.139
1568493127479,2019-09-14T16:32:07.479,1.520,0.500,0.333,-0.133
1568493127489,2019-09-14T16:32:07.489,1.530,0.486,0.276,-0.124
1568493127499,2019-09-14T16:32:07.499,1.540,0.449,0.250,-0.108
1568493127509,2019-09-14T16:32:07.509,1.550,0.377,0.233,-0.098
1568493127519,2019-09-14T16:32:07.519,1.560,0.313,0.222,-0.082
1568493127529,2019-09-14T16:32:07.529,1.570,0.261,0.238,-0.064
1568493127539,2019-09-14T16:32:07.539,1.580,0.252,0.250,-0.059
1568493127549,2019-09-14T16:32:07.549,1.590,0.246,0.194,-0.068
1568493127559,2019-09-14T16:32:07.559,1.600,0.208,0.081,-0.080
