epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568484583588,2019-09-14T14:09:43.588,0.000,0.034,0.929,-0.257
1568484583598,2019-09-14T14:09:43.598,0.010,0.033,0.938,-0.261
1568484583608,2019-09-14T14:09:43.608,0.020,0.034,0.937,-0.261
1568484583618,2019-09-14T14:09:43.618,0.030,0.033,0.933,-0.259
1568484583628,2019-09-14T14:09:43.628,0.040,0.031,0.934,-0.259
1568484583638,2019-09-14T14:09:43.638,0.050,0.030,0.933,-0.260
1568484583648,2019-09-14T14:09:43.648,0.060,0.032,0.934,-0.261
1568484583658,2019-09-14T14:09:43.658,0.070,0.034,0.933,-0.263
1568484583668,2019-09-14T14:09:43.668,0.080,0.033,0.933,-0.259
1568484583678,2019-09-14T14:09:43.678,0.090,0.037,0.932,-0.259
1568484583688,2019-09-14T14:09:43.688,0.100,0.034,0.931,-0.259
1568484583698,2019-09-14T14:09:43.698,0.110,0.032,0.929,-0.261
1568484583708,2019-09-14T14:09:43.708,0.120,0.033,0.929,-0.260
1568484583718,2019-09-14T14:09:43.718,0.130,0.036,0.932,-0.258
1568484583728,2019-09-14T14:09:43.728,0.140,0.036,0.929,-0.263
1568484583738,2019-09-14T14:09:43.738,0.150,0.035,0.933,-0.260
1568484583748,2019-09-14T14:09:43.748,0.160,0.037,0.932,-0.261
1568484583758,2019-09-14T14:09:43.758,0.170,0.034,0.926,-0.261
1568484583768,2019-09-14T14:09:43.768,0.180,0.033,0.929,-0.263
1568484583778,2019-09-14T14:09:43.778,0.190,0.036,0.933,-0.261
1568484583788,2019-09-14T14:09:43.788,0.200,0.032,0.932,-0.260
1568484583798,2019-09-14T14:09:43.798,0.210,0.034,0.934,-0.259
1568484583808,2019-09-14T14:09:43.808,0.220,0.030,0.936,-0.264
1568484583818,2019-09-14T14:09:43.818,0.230,0.030,0.934,-0.261
1568484583828,2019-09-14T14:09:43.828,0.240,0.027,0.936,-0.260
1568484583838,2019-09-14T14:09:43.838,0.250,0.030,0.935,-0.264
1568484583848,2019-09-14T14:09:43.848,0.260,0.032,0.938,-0.265
1568484583858,2019-09-14T14:09:43.858,0.270,0.030,0.935,-0.262
1568484583868,2019-09-14T14:09:43.868,0.280,0.031,0.936,-0.263
1568484583878,2019-09-14T14:09:43.878,0.290,0.031,0.936,-0.265
1568484583888,2019-09-14T14:09:43.888,0.300,0.030,0.934,-0.263
1568484583898,2019-09-14T14:09:43.898,0.310,0.034,0.931,-0.260
1568484583908,2019-09-14T14:09:43.908,0.320,0.032,0.933,-0.264
1568484583918,2019-09-14T14:09:43.918,0.330,0.037,0.935,-0.263
1568484583928,2019-09-14T14:09:43.928,0.340,0.037,0.934,-0.264
1568484583938,2019-09-14T14:09:43.938,0.350,0.035,0.934,-0.262
1568484583948,2019-09-14T14:09:43.948,0.360,0.035,0.935,-0.261
1568484583958,2019-09-14T14:09:43.958,0.370,0.035,0.934,-0.260
1568484583968,2019-09-14T14:09:43.968,0.380,0.035,0.936,-0.262
1568484583978,2019-09-14T14:09:43.978,0.390,0.035,0.935,-0.260
1568484583988,2019-09-14T14:09:43.988,0.400,0.031,0.931,-0.257
1568484583998,2019-09-14T14:09:43.998,0.410,0.032,0.935,-0.258
1568484584008,2019-09-14T14:09:44.008,0.420,0.035,0.937,-0.259
1568484584018,2019-09-14T14:09:44.018,0.430,0.032,0.933,-0.255
1568484584028,2019-09-14T14:09:44.028,0.440,0.030,0.930,-0.252
1568484584038,2019-09-14T14:09:44.038,0.450,0.033,0.937,-0.253
1568484584048,2019-09-14T14:09:44.048,0.460,0.036,0.936,-0.257
1568484584058,2019-09-14T14:09:44.058,0.470,0.037,0.929,-0.255
1568484584068,2019-09-14T14:09:44.068,0.480,0.039,0.930,-0.255
1568484584078,2019-09-14T14:09:44.078,0.490,0.039,0.934,-0.254
1568484584088,2019-09-14T14:09:44.088,0.500,0.042,0.931,-0.251
1568484584098,2019-09-14T14:09:44.098,0.510,0.044,0.933,-0.253
1568484584108,2019-09-14T14:09:44.108,0.520,0.046,0.938,-0.252
1568484584118,2019-09-14T14:09:44.118,0.530,0.042,0.936,-0.250
1568484584128,2019-09-14T14:09:44.128,0.540,0.038,0.928,-0.250
1568484584138,2019-09-14T14:09:44.138,0.550,0.036,0.925,-0.252
1568484584148,2019-09-14T14:09:44.148,0.560,0.040,0.932,-0.251
1568484584158,2019-09-14T14:09:44.158,0.570,0.041,0.932,-0.251
1568484584168,2019-09-14T14:09:44.168,0.580,0.040,0.933,-0.253
1568484584178,2019-09-14T14:09:44.178,0.590,0.042,0.937,-0.250
1568484584188,2019-09-14T14:09:44.188,0.600,0.040,0.935,-0.250
1568484584198,2019-09-14T14:09:44.198,0.610,0.041,0.932,-0.253
1568484584208,2019-09-14T14:09:44.208,0.620,0.041,0.930,-0.253
1568484584218,2019-09-14T14:09:44.218,0.630,0.041,0.931,-0.255
1568484584228,2019-09-14T14:09:44.228,0.640,0.040,0.933,-0.251
1568484584238,2019-09-14T14:09:44.238,0.650,0.039,0.930,-0.252
1568484584248,2019-09-14T14:09:44.248,0.660,0.039,0.930,-0.250
1568484584258,2019-09-14T14:09:44.258,0.670,0.041,0.932,-0.250
1568484584268,2019-09-14T14:09:44.268,0.680,0.042,0.936,-0.250
1568484584278,2019-09-14T14:09:44.278,0.690,0.040,0.938,-0.250
1568484584288,2019-09-14T14:09:44.288,0.700,0.037,0.935,-0.250
1568484584298,2019-09-14T14:09:44.298,0.710,0.039,0.934,-0.253
1568484584308,2019-09-14T14:09:44.308,0.720,0.038,0.937,-0.251
1568484584318,2019-09-14T14:09:44.318,0.730,0.041,0.939,-0.250
1568484584328,2019-09-14T14:09:44.328,0.740,0.041,0.937,-0.252
1568484584338,2019-09-14T14:09:44.338,0.750,0.039,0.932,-0.247
1568484584348,2019-09-14T14:09:44.348,0.760,0.037,0.931,-0.250
1568484584358,2019-09-14T14:09:44.358,0.770,0.041,0.928,-0.248
1568484584368,2019-09-14T14:09:44.368,0.780,0.042,0.934,-0.251
1568484584378,2019-09-14T14:09:44.378,0.790,0.042,0.938,-0.251
1568484584388,2019-09-14T14:09:44.388,0.800,0.042,0.935,-0.249
1568484584398,2019-09-14T14:09:44.398,0.810,0.042,0.930,-0.249
1568484584408,2019-09-14T14:09:44.408,0.820,0.041,0.929,-0.250
