epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568492556503,2019-09-14T16:22:36.503,0.000,0.649,0.724,-0.074
1568492556513,2019-09-14T16:22:36.513,0.010,0.653,0.726,-0.078
1568492556523,2019-09-14T16:22:36.523,0.020,0.650,0.719,-0.082
1568492556533,2019-09-14T16:22:36.533,0.030,0.650,0.708,-0.078
1568492556543,2019-09-14T16:22:36.543,0.040,0.651,0.698,-0.082
1568492556553,2019-09-14T16:22:36.553,0.050,0.650,0.704,-0.084
1568492556563,2019-09-14T16:22:36.563,0.060,0.646,0.712,-0.097
1568492556573,2019-09-14T16:22:36.573,0.070,0.634,0.711,-0.103
1568492556583,2019-09-14T16:22:36.583,0.080,0.623,0.711,-0.105
1568492556593,2019-09-14T16:22:36.593,0.090,0.615,0.724,-0.113
1568492556603,2019-09-14T16:22:36.603,0.100,0.608,0.734,-0.123
1568492556613,2019-09-14T16:22:36.613,0.110,0.604,0.746,-0.126
1568492556623,2019-09-14T16:22:36.623,0.120,0.607,0.748,-0.131
1568492556633,2019-09-14T16:22:36.633,0.130,0.603,0.723,-0.133
1568492556643,2019-09-14T16:22:36.643,0.140,0.598,0.702,-0.133
1568492556653,2019-09-14T16:22:36.653,0.150,0.605,0.722,-0.150
1568492556663,2019-09-14T16:22:36.663,0.160,0.612,0.746,-0.161
1568492556673,2019-09-14T16:22:36.673,0.170,0.616,0.746,-0.166
1568492556683,2019-09-14T16:22:36.683,0.180,0.620,0.745,-0.172
1568492556693,2019-09-14T16:22:36.693,0.190,0.619,0.761,-0.178
1568492556703,2019-09-14T16:22:36.703,0.200,0.617,0.780,-0.188
1568492556713,2019-09-14T16:22:36.713,0.210,0.619,0.788,-0.188
1568492556723,2019-09-14T16:22:36.723,0.220,0.620,0.793,-0.190
1568492556733,2019-09-14T16:22:36.733,0.230,0.619,0.796,-0.190
1568492556743,2019-09-14T16:22:36.743,0.240,0.620,0.799,-0.186
1568492556753,2019-09-14T16:22:36.753,0.250,0.622,0.796,-0.184
1568492556763,2019-09-14T16:22:36.763,0.260,0.624,0.796,-0.183
1568492556773,2019-09-14T16:22:36.773,0.270,0.623,0.802,-0.181
1568492556783,2019-09-14T16:22:36.783,0.280,0.619,0.803,-0.184
1568492556793,2019-09-14T16:22:36.793,0.290,0.613,0.789,-0.178
1568492556803,2019-09-14T16:22:36.803,0.300,0.608,0.775,-0.175
1568492556813,2019-09-14T16:22:36.813,0.310,0.599,0.769,-0.171
1568492556823,2019-09-14T16:22:36.823,0.320,0.594,0.760,-0.170
1568492556833,2019-09-14T16:22:36.833,0.330,0.588,0.749,-0.167
1568492556843,2019-09-14T16:22:36.843,0.340,0.587,0.728,-0.167
1568492556853,2019-09-14T16:22:36.853,0.350,0.592,0.703,-0.166
1568492556863,2019-09-14T16:22:36.863,0.360,0.593,0.693,-0.171
1568492556873,2019-09-14T16:22:36.873,0.370,0.592,0.689,-0.181
1568492556883,2019-09-14T16:22:36.883,0.380,0.593,0.698,-0.193
1568492556893,2019-09-14T16:22:36.893,0.390,0.591,0.712,-0.200
1568492556903,2019-09-14T16:22:36.903,0.400,0.596,0.730,-0.211
1568492556913,2019-09-14T16:22:36.913,0.410,0.593,0.758,-0.223
1568492556923,2019-09-14T16:22:36.923,0.420,0.593,0.767,-0.229
1568492556933,2019-09-14T16:22:36.933,0.430,0.598,0.761,-0.233
1568492556943,2019-09-14T16:22:36.943,0.440,0.606,0.753,-0.237
1568492556953,2019-09-14T16:22:36.953,0.450,0.611,0.741,-0.242
1568492556963,2019-09-14T16:22:36.963,0.460,0.613,0.739,-0.247
1568492556973,2019-09-14T16:22:36.973,0.470,0.619,0.750,-0.257
1568492556983,2019-09-14T16:22:36.983,0.480,0.624,0.761,-0.263
1568492556993,2019-09-14T16:22:36.993,0.490,0.630,0.772,-0.266
1568492557003,2019-09-14T16:22:37.003,0.500,0.634,0.781,-0.263
1568492557013,2019-09-14T16:22:37.013,0.510,0.632,0.792,-0.263
1568492557023,2019-09-14T16:22:37.023,0.520,0.635,0.798,-0.259
1568492557033,2019-09-14T16:22:37.033,0.530,0.639,0.788,-0.247
1568492557043,2019-09-14T16:22:37.043,0.540,0.646,0.782,-0.236
1568492557053,2019-09-14T16:22:37.053,0.550,0.652,0.788,-0.228
1568492557063,2019-09-14T16:22:37.063,0.560,0.663,0.802,-0.220
1568492557073,2019-09-14T16:22:37.073,0.570,0.679,0.822,-0.211
1568492557083,2019-09-14T16:22:37.083,0.580,0.692,0.833,-0.199
1568492557093,2019-09-14T16:22:37.093,0.590,0.710,0.856,-0.186
1568492557103,2019-09-14T16:22:37.103,0.600,0.729,0.872,-0.175
1568492557113,2019-09-14T16:22:37.113,0.610,0.738,0.869,-0.157
1568492557123,2019-09-14T16:22:37.123,0.620,0.754,0.868,-0.139
1568492557133,2019-09-14T16:22:37.133,0.630,0.772,0.887,-0.128
1568492557143,2019-09-14T16:22:37.143,0.640,0.780,0.893,-0.108
1568492557153,2019-09-14T16:22:37.153,0.650,0.781,0.886,-0.083
1568492557163,2019-09-14T16:22:37.163,0.660,0.793,0.870,-0.057
1568492557173,2019-09-14T16:22:37.173,0.670,0.796,0.833,-0.027
1568492557183,2019-09-14T16:22:37.183,0.680,0.797,0.808,-0.001
1568492557193,2019-09-14T16:22:37.193,0.690,0.805,0.795,0.024
1568492557203,2019-09-14T16:22:37.203,0.700,0.794,0.775,0.050
1568492557213,2019-09-14T16:22:37.213,0.710,0.776,0.730,0.077
1568492557223,2019-09-14T16:22:37.223,0.720,0.767,0.699,0.099
1568492557233,2019-09-14T16:22:37.233,0.730,0.750,0.701,0.113
1568492557243,2019-09-14T16:22:37.243,0.740,0.739,0.702,0.122
1568492557253,2019-09-14T16:22:37.253,0.750,0.723,0.695,0.137
1568492557263,2019-09-14T16:22:37.263,0.760,0.705,0.686,0.151
1568492557273,2019-09-14T16:22:37.273,0.770,0.682,0.666,0.160
1568492557283,2019-09-14T16:22:37.283,0.780,0.672,0.634,0.169
1568492557293,2019-09-14T16:22:37.293,0.790,0.665,0.602,0.179
1568492557303,2019-09-14T16:22:37.303,0.800,0.660,0.586,0.173
1568492557313,2019-09-14T16:22:37.313,0.810,0.662,0.583,0.171
1568492557323,2019-09-14T16:22:37.323,0.820,0.662,0.583,0.172
1568492557333,2019-09-14T16:22:37.333,0.830,0.660,0.587,0.163
1568492557343,2019-09-14T16:22:37.343,0.840,0.662,0.595,0.151
1568492557353,2019-09-14T16:22:37.353,0.850,0.670,0.594,0.144
1568492557363,2019-09-14T16:22:37.363,0.860,0.671,0.589,0.131
1568492557373,2019-09-14T16:22:37.373,0.870,0.677,0.614,0.115
1568492557383,2019-09-14T16:22:37.383,0.880,0.685,0.643,0.099
1568492557393,2019-09-14T16:22:37.393,0.890,0.686,0.635,0.089
1568492557403,2019-09-14T16:22:37.403,0.900,0.690,0.627,0.082
1568492557413,2019-09-14T16:22:37.413,0.910,0.693,0.651,0.065
1568492557423,2019-09-14T16:22:37.423,0.920,0.691,0.685,0.044
1568492557433,2019-09-14T16:22:37.433,0.930,0.691,0.705,0.029
1568492557443,2019-09-14T16:22:37.443,0.940,0.683,0.722,0.019
1568492557453,2019-09-14T16:22:37.453,0.950,0.669,0.745,0.008
1568492557463,2019-09-14T16:22:37.463,0.960,0.651,0.762,-0.003
1568492557473,2019-09-14T16:22:37.473,0.970,0.634,0.761,-0.010
1568492557483,2019-09-14T16:22:37.483,0.980,0.617,0.754,-0.013
1568492557493,2019-09-14T16:22:37.493,0.990,0.603,0.744,-0.013
1568492557503,2019-09-14T16:22:37.503,1.000,0.595,0.715,-0.013
1568492557513,2019-09-14T16:22:37.513,1.010,0.590,0.691,-0.009
1568492557523,2019-09-14T16:22:37.523,1.020,0.583,0.686,-0.013
1568492557533,2019-09-14T16:22:37.533,1.030,0.579,0.688,-0.013
1568492557543,2019-09-14T16:22:37.543,1.040,0.580,0.689,-0.013
1568492557553,2019-09-14T16:22:37.553,1.050,0.578,0.693,-0.012
1568492557563,2019-09-14T16:22:37.563,1.060,0.576,0.706,-0.013
1568492557573,2019-09-14T16:22:37.573,1.070,0.579,0.723,-0.014
1568492557583,2019-09-14T16:22:37.583,1.080,0.576,0.739,-0.011
1568492557593,2019-09-14T16:22:37.593,1.090,0.581,0.746,-0.011
1568492557603,2019-09-14T16:22:37.603,1.100,0.588,0.749,-0.008
1568492557613,2019-09-14T16:22:37.613,1.110,0.595,0.746,-0.000
1568492557623,2019-09-14T16:22:37.623,1.120,0.606,0.735,0.009
1568492557633,2019-09-14T16:22:37.633,1.130,0.623,0.723,0.015
1568492557643,2019-09-14T16:22:37.643,1.140,0.635,0.699,0.025
1568492557653,2019-09-14T16:22:37.653,1.150,0.650,0.685,0.033
