epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1572982085226,2019-11-05T14:28:05.226,0.000,40.976,20.122,-12.378
1572982085236,2019-11-05T14:28:05.236,0.010,41.463,19.024,-12.561
1572982085246,2019-11-05T14:28:05.246,0.020,42.683,18.415,-10.732
1572982085256,2019-11-05T14:28:05.256,0.030,43.354,17.073,-8.354
1572982085266,2019-11-05T14:28:05.266,0.040,43.171,15.183,-6.402
1572982085276,2019-11-05T14:28:05.276,0.050,42.683,14.573,-4.634
1572982085286,2019-11-05T14:28:05.286,0.060,41.524,13.720,-3.537
1572982085296,2019-11-05T14:28:05.296,0.070,39.573,11.829,-3.293
1572982085306,2019-11-05T14:28:05.306,0.080,38.110,11.220,-2.683
1572982085316,2019-11-05T14:28:05.316,0.090,37.012,10.732,-1.768
1572982085326,2019-11-05T14:28:05.326,0.100,35.793,9.207,-0.671
1572982085336,2019-11-05T14:28:05.336,0.110,34.390,6.707,0.610
1572982085346,2019-11-05T14:28:05.346,0.120,33.232,3.841,1.402
1572982085356,2019-11-05T14:28:05.356,0.130,31.890,1.524,2.134
1572982085366,2019-11-05T14:28:05.366,0.140,30.366,-1.037,3.232
1572982085376,2019-11-05T14:28:05.376,0.150,28.963,-3.537,4.634
1572982085386,2019-11-05T14:28:05.386,0.160,27.317,-6.341,5.427
1572982085396,2019-11-05T14:28:05.396,0.170,25.671,-8.415,6.159
1572982085406,2019-11-05T14:28:05.406,0.180,24.024,-10.488,7.439
1572982085416,2019-11-05T14:28:05.416,0.190,21.402,-13.232,8.841
1572982085426,2019-11-05T14:28:05.426,0.200,18.171,-14.878,10.366
1572982085436,2019-11-05T14:28:05.436,0.210,15.122,-17.744,11.707
1572982085446,2019-11-05T14:28:05.446,0.220,11.524,-19.634,13.354
1572982085456,2019-11-05T14:28:05.456,0.230,8.476,-19.878,14.939
1572982085466,2019-11-05T14:28:05.466,0.240,3.963,-25.305,15.427
1572982085476,2019-11-05T14:28:05.476,0.250,-1.768,-26.098,15.915
1572982085486,2019-11-05T14:28:05.486,0.260,-2.073,-20.854,16.585
