epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1572982436452,2019-11-05T14:33:56.452,0.000,-0.431,0.625,-0.586
1572982436462,2019-11-05T14:33:56.462,0.010,-0.435,0.631,-0.593
1572982436472,2019-11-05T14:33:56.472,0.020,-0.434,0.632,-0.593
1572982436482,2019-11-05T14:33:56.482,0.030,-0.432,0.629,-0.592
1572982436492,2019-11-05T14:33:56.492,0.040,-0.434,0.628,-0.591
1572982436502,2019-11-05T14:33:56.502,0.050,-0.436,0.627,-0.594
1572982436512,2019-11-05T14:33:56.512,0.060,-0.435,0.623,-0.586
1572982436522,2019-11-05T14:33:56.522,0.070,-0.438,0.625,-0.583
1572982436532,2019-11-05T14:33:56.532,0.080,-0.438,0.628,-0.591
1572982436542,2019-11-05T14:33:56.542,0.090,-0.428,0.625,-0.583
1572982436552,2019-11-05T14:33:56.552,0.100,-0.436,0.624,-0.579
1572982436562,2019-11-05T14:33:56.562,0.110,-0.445,0.629,-0.579
1572982436572,2019-11-05T14:33:56.572,0.120,-0.458,0.634,-0.582
1572982436582,2019-11-05T14:33:56.582,0.130,-0.480,0.645,-0.578
1572982436592,2019-11-05T14:33:56.592,0.140,-0.485,0.657,-0.577
1572982436602,2019-11-05T14:33:56.602,0.150,-0.483,0.658,-0.574
1572982436612,2019-11-05T14:33:56.612,0.160,-0.491,0.651,-0.568
1572982436622,2019-11-05T14:33:56.622,0.170,-0.501,0.646,-0.562
1572982436632,2019-11-05T14:33:56.632,0.180,-0.500,0.642,-0.549
1572982436642,2019-11-05T14:33:56.642,0.190,-0.499,0.651,-0.536
1572982436652,2019-11-05T14:33:56.652,0.200,-0.514,0.656,-0.542
1572982436662,2019-11-05T14:33:56.662,0.210,-0.518,0.637,-0.534
1572982436672,2019-11-05T14:33:56.672,0.220,-0.508,0.616,-0.513
1572982436682,2019-11-05T14:33:56.682,0.230,-0.511,0.621,-0.515
1572982436692,2019-11-05T14:33:56.692,0.240,-0.524,0.625,-0.521
1572982436702,2019-11-05T14:33:56.702,0.250,-0.530,0.604,-0.515
1572982436712,2019-11-05T14:33:56.712,0.260,-0.521,0.590,-0.510
1572982436722,2019-11-05T14:33:56.722,0.270,-0.496,0.619,-0.513
1572982436732,2019-11-05T14:33:56.732,0.280,-0.479,0.665,-0.534
1572982436742,2019-11-05T14:33:56.742,0.290,-0.472,0.688,-0.554
1572982436752,2019-11-05T14:33:56.752,0.300,-0.469,0.686,-0.558
1572982436762,2019-11-05T14:33:56.762,0.310,-0.466,0.672,-0.546
1572982436772,2019-11-05T14:33:56.772,0.320,-0.463,0.663,-0.542
1572982436782,2019-11-05T14:33:56.782,0.330,-0.468,0.659,-0.541
1572982436792,2019-11-05T14:33:56.792,0.340,-0.466,0.647,-0.527
1572982436802,2019-11-05T14:33:56.802,0.350,-0.462,0.628,-0.512
1572982436812,2019-11-05T14:33:56.812,0.360,-0.460,0.622,-0.507
1572982436822,2019-11-05T14:33:56.822,0.370,-0.452,0.625,-0.498
1572982436832,2019-11-05T14:33:56.832,0.380,-0.454,0.638,-0.495
1572982436842,2019-11-05T14:33:56.842,0.390,-0.461,0.646,-0.495
1572982436852,2019-11-05T14:33:56.852,0.400,-0.465,0.630,-0.485
1572982436862,2019-11-05T14:33:56.862,0.410,-0.469,0.605,-0.469
1572982436872,2019-11-05T14:33:56.872,0.420,-0.481,0.591,-0.461
1572982436882,2019-11-05T14:33:56.882,0.430,-0.507,0.593,-0.460
1572982436892,2019-11-05T14:33:56.892,0.440,-0.521,0.595,-0.462
1572982436902,2019-11-05T14:33:56.902,0.450,-0.516,0.602,-0.456
1572982436912,2019-11-05T14:33:56.912,0.460,-0.520,0.612,-0.457
1572982436922,2019-11-05T14:33:56.922,0.470,-0.525,0.616,-0.460
1572982436932,2019-11-05T14:33:56.932,0.480,-0.524,0.624,-0.456
1572982436942,2019-11-05T14:33:56.942,0.490,-0.534,0.626,-0.457
1572982436952,2019-11-05T14:33:56.952,0.500,-0.539,0.625,-0.459
1572982436962,2019-11-05T14:33:56.962,0.510,-0.543,0.633,-0.458
1572982436972,2019-11-05T14:33:56.972,0.520,-0.556,0.642,-0.463
1572982436982,2019-11-05T14:33:56.982,0.530,-0.563,0.643,-0.466
1572982436992,2019-11-05T14:33:56.992,0.540,-0.568,0.640,-0.464
1572982437002,2019-11-05T14:33:57.002,0.550,-0.578,0.637,-0.461
1572982437012,2019-11-05T14:33:57.012,0.560,-0.583,0.637,-0.456
1572982437022,2019-11-05T14:33:57.022,0.570,-0.588,0.643,-0.460
1572982437032,2019-11-05T14:33:57.032,0.580,-0.592,0.644,-0.457
1572982437042,2019-11-05T14:33:57.042,0.590,-0.597,0.632,-0.447
1572982437052,2019-11-05T14:33:57.052,0.600,-0.608,0.624,-0.443
1572982437062,2019-11-05T14:33:57.062,0.610,-0.613,0.618,-0.440
1572982437072,2019-11-05T14:33:57.072,0.620,-0.613,0.614,-0.431
1572982437082,2019-11-05T14:33:57.082,0.630,-0.625,0.620,-0.432
1572982437092,2019-11-05T14:33:57.092,0.640,-0.637,0.614,-0.428
1572982437102,2019-11-05T14:33:57.102,0.650,-0.642,0.599,-0.418
1572982437112,2019-11-05T14:33:57.112,0.660,-0.656,0.584,-0.410
1572982437122,2019-11-05T14:33:57.122,0.670,-0.669,0.577,-0.406
1572982437132,2019-11-05T14:33:57.132,0.680,-0.674,0.569,-0.403
1572982437142,2019-11-05T14:33:57.142,0.690,-0.667,0.567,-0.399
1572982437152,2019-11-05T14:33:57.152,0.700,-0.666,0.573,-0.401
1572982437162,2019-11-05T14:33:57.162,0.710,-0.671,0.576,-0.406
1572982437172,2019-11-05T14:33:57.172,0.720,-0.671,0.580,-0.409
1572982437182,2019-11-05T14:33:57.182,0.730,-0.668,0.582,-0.415
1572982437192,2019-11-05T14:33:57.192,0.740,-0.666,0.587,-0.418
1572982437202,2019-11-05T14:33:57.202,0.750,-0.663,0.587,-0.423
1572982437212,2019-11-05T14:33:57.212,0.760,-0.657,0.587,-0.430
1572982437222,2019-11-05T14:33:57.222,0.770,-0.655,0.583,-0.430
1572982437232,2019-11-05T14:33:57.232,0.780,-0.653,0.581,-0.433
1572982437242,2019-11-05T14:33:57.242,0.790,-0.645,0.577,-0.439
1572982437252,2019-11-05T14:33:57.252,0.800,-0.639,0.576,-0.440
1572982437262,2019-11-05T14:33:57.262,0.810,-0.640,0.571,-0.443
1572982437272,2019-11-05T14:33:57.272,0.820,-0.640,0.569,-0.447
1572982437282,2019-11-05T14:33:57.282,0.830,-0.636,0.567,-0.449
1572982437292,2019-11-05T14:33:57.292,0.840,-0.633,0.565,-0.456
1572982437302,2019-11-05T14:33:57.302,0.850,-0.633,0.563,-0.460
1572982437312,2019-11-05T14:33:57.312,0.860,-0.635,0.566,-0.464
1572982437322,2019-11-05T14:33:57.322,0.870,-0.636,0.565,-0.473
1572982437332,2019-11-05T14:33:57.332,0.880,-0.636,0.568,-0.474
1572982437342,2019-11-05T14:33:57.342,0.890,-0.632,0.574,-0.479
1572982437352,2019-11-05T14:33:57.352,0.900,-0.633,0.577,-0.488
1572982437362,2019-11-05T14:33:57.362,0.910,-0.632,0.582,-0.490
1572982437372,2019-11-05T14:33:57.372,0.920,-0.637,0.585,-0.493
1572982437382,2019-11-05T14:33:57.382,0.930,-0.643,0.592,-0.494
1572982437392,2019-11-05T14:33:57.392,0.940,-0.644,0.600,-0.500
1572982437402,2019-11-05T14:33:57.402,0.950,-0.647,0.608,-0.502
1572982437412,2019-11-05T14:33:57.412,0.960,-0.660,0.615,-0.498
1572982437422,2019-11-05T14:33:57.422,0.970,-0.674,0.624,-0.496
1572982437432,2019-11-05T14:33:57.432,0.980,-0.684,0.633,-0.487
1572982437442,2019-11-05T14:33:57.442,0.990,-0.697,0.639,-0.486
1572982437452,2019-11-05T14:33:57.452,1.000,-0.709,0.641,-0.473
1572982437462,2019-11-05T14:33:57.462,1.010,-0.711,0.634,-0.463
1572982437472,2019-11-05T14:33:57.472,1.020,-0.707,0.625,-0.452
1572982437482,2019-11-05T14:33:57.482,1.030,-0.702,0.626,-0.442
1572982437492,2019-11-05T14:33:57.492,1.040,-0.706,0.629,-0.435
1572982437502,2019-11-05T14:33:57.502,1.050,-0.696,0.629,-0.429
1572982437512,2019-11-05T14:33:57.512,1.060,-0.677,0.620,-0.425
1572982437522,2019-11-05T14:33:57.522,1.070,-0.667,0.613,-0.416
1572982437532,2019-11-05T14:33:57.532,1.080,-0.667,0.606,-0.410
1572982437542,2019-11-05T14:33:57.542,1.090,-0.662,0.598,-0.403
1572982437552,2019-11-05T14:33:57.552,1.100,-0.655,0.589,-0.393
1572982437562,2019-11-05T14:33:57.562,1.110,-0.651,0.587,-0.387
1572982437572,2019-11-05T14:33:57.572,1.120,-0.639,0.586,-0.379
1572982437582,2019-11-05T14:33:57.582,1.130,-0.626,0.589,-0.372
1572982437592,2019-11-05T14:33:57.592,1.140,-0.618,0.589,-0.367
1572982437602,2019-11-05T14:33:57.602,1.150,-0.610,0.593,-0.359
1572982437612,2019-11-05T14:33:57.612,1.160,-0.608,0.601,-0.355
1572982437622,2019-11-05T14:33:57.622,1.170,-0.604,0.606,-0.351
1572982437632,2019-11-05T14:33:57.632,1.180,-0.597,0.611,-0.339
1572982437642,2019-11-05T14:33:57.642,1.190,-0.597,0.617,-0.334
1572982437652,2019-11-05T14:33:57.652,1.200,-0.599,0.615,-0.324
1572982437662,2019-11-05T14:33:57.662,1.210,-0.603,0.615,-0.309
1572982437672,2019-11-05T14:33:57.672,1.220,-0.619,0.619,-0.309
1572982437682,2019-11-05T14:33:57.682,1.230,-0.622,0.620,-0.297
