epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1572982748616,2019-11-05T14:39:08.616,0.000,-10.122,-16.524,2.683
1572982748626,2019-11-05T14:39:08.626,0.010,-9.939,-15.671,2.744
1572982748636,2019-11-05T14:39:08.636,0.020,-8.720,-13.598,1.585
1572982748646,2019-11-05T14:39:08.646,0.030,-7.256,-11.646,0.427
1572982748656,2019-11-05T14:39:08.656,0.040,-5.366,-9.817,-0.732
1572982748666,2019-11-05T14:39:08.666,0.050,-3.171,-7.622,-1.768
1572982748676,2019-11-05T14:39:08.676,0.060,-0.610,-5.671,-2.439
1572982748686,2019-11-05T14:39:08.686,0.070,1.463,-3.841,-3.110
1572982748696,2019-11-05T14:39:08.696,0.080,2.866,-1.646,-3.415
1572982748706,2019-11-05T14:39:08.706,0.090,4.207,-1.341,-4.024
1572982748716,2019-11-05T14:39:08.716,0.100,5.427,-0.488,-4.329
1572982748726,2019-11-05T14:39:08.726,0.110,6.159,0.488,-4.451
1572982748736,2019-11-05T14:39:08.736,0.120,6.463,-0.122,-4.634
1572982748746,2019-11-05T14:39:08.746,0.130,6.707,0.305,-4.512
1572982748756,2019-11-05T14:39:08.756,0.140,5.854,0.061,-4.512
1572982748766,2019-11-05T14:39:08.766,0.150,5.366,-0.488,-4.573
1572982748776,2019-11-05T14:39:08.776,0.160,4.390,-0.488,-4.390
1572982748786,2019-11-05T14:39:08.786,0.170,3.171,-1.220,-4.268
1572982748796,2019-11-05T14:39:08.796,0.180,2.561,-1.280,-4.085
1572982748806,2019-11-05T14:39:08.806,0.190,1.280,-1.707,-4.329
1572982748816,2019-11-05T14:39:08.816,0.200,0.488,-2.683,-4.268
1572982748826,2019-11-05T14:39:08.826,0.210,0.244,-2.317,-3.537
1572982748836,2019-11-05T14:39:08.836,0.220,-0.244,-3.110,-3.537
1572982748846,2019-11-05T14:39:08.846,0.230,-0.061,-3.232,-3.049
1572982748856,2019-11-05T14:39:08.856,0.240,0.122,-2.988,-2.439
1572982748866,2019-11-05T14:39:08.866,0.250,-0.122,-3.598,-2.073
1572982748876,2019-11-05T14:39:08.876,0.260,-0.061,-2.988,-1.463
1572982748886,2019-11-05T14:39:08.886,0.270,0.000,-3.293,-0.976
1572982748896,2019-11-05T14:39:08.896,0.280,0.244,-3.232,-0.610
1572982748906,2019-11-05T14:39:08.906,0.290,0.366,-2.805,-0.366
1572982748916,2019-11-05T14:39:08.916,0.300,0.427,-3.293,-0.244
1572982748926,2019-11-05T14:39:08.926,0.310,0.366,-2.500,-0.183
1572982748936,2019-11-05T14:39:08.936,0.320,0.366,-2.622,-0.488
1572982748946,2019-11-05T14:39:08.946,0.330,0.488,-2.561,-0.793
1572982748956,2019-11-05T14:39:08.956,0.340,0.488,-2.317,-0.976
1572982748966,2019-11-05T14:39:08.966,0.350,0.427,-2.439,-1.220
1572982748976,2019-11-05T14:39:08.976,0.360,0.671,-2.195,-1.402
1572982748986,2019-11-05T14:39:08.986,0.370,1.037,-2.256,-1.646
1572982748996,2019-11-05T14:39:08.996,0.380,1.402,-2.012,-1.829
1572982749006,2019-11-05T14:39:09.006,0.390,0.976,-1.585,-1.585
1572982749016,2019-11-05T14:39:09.016,0.400,0.732,-1.646,-1.707
1572982749026,2019-11-05T14:39:09.026,0.410,0.976,-1.585,-1.890
1572982749036,2019-11-05T14:39:09.036,0.420,1.280,-1.159,-2.073
1572982749046,2019-11-05T14:39:09.046,0.430,1.037,-1.585,-2.561
1572982749056,2019-11-05T14:39:09.056,0.440,1.098,-2.012,-3.110
1572982749066,2019-11-05T14:39:09.066,0.450,1.463,-1.768,-3.110
1572982749076,2019-11-05T14:39:09.076,0.460,1.463,-2.012,-3.293
1572982749086,2019-11-05T14:39:09.086,0.470,1.280,-2.317,-3.476
1572982749096,2019-11-05T14:39:09.096,0.480,1.220,-2.805,-3.598
1572982749106,2019-11-05T14:39:09.106,0.490,1.220,-2.500,-3.415
1572982749116,2019-11-05T14:39:09.116,0.500,1.341,-2.439,-3.476
1572982749126,2019-11-05T14:39:09.126,0.510,0.976,-2.561,-3.537
1572982749136,2019-11-05T14:39:09.136,0.520,0.854,-2.927,-3.598
1572982749146,2019-11-05T14:39:09.146,0.530,0.793,-3.415,-3.780
1572982749156,2019-11-05T14:39:09.156,0.540,1.037,-2.866,-3.902
1572982749166,2019-11-05T14:39:09.166,0.550,1.098,-2.927,-4.207
1572982749176,2019-11-05T14:39:09.176,0.560,0.488,-3.354,-4.512
1572982749186,2019-11-05T14:39:09.186,0.570,0.122,-3.415,-5.061
1572982749196,2019-11-05T14:39:09.196,0.580,0.488,-3.293,-5.305
1572982749206,2019-11-05T14:39:09.206,0.590,0.427,-3.110,-5.610
1572982749216,2019-11-05T14:39:09.216,0.600,-0.122,-3.354,-6.098
1572982749226,2019-11-05T14:39:09.226,0.610,-0.366,-3.476,-6.463
1572982749236,2019-11-05T14:39:09.236,0.620,-0.244,-3.171,-6.829
1572982749246,2019-11-05T14:39:09.246,0.630,-0.305,-3.232,-7.500
1572982749256,2019-11-05T14:39:09.256,0.640,-0.061,-3.293,-7.622
1572982749266,2019-11-05T14:39:09.266,0.650,0.183,-3.110,-7.744
1572982749276,2019-11-05T14:39:09.276,0.660,0.427,-3.110,-7.988
1572982749286,2019-11-05T14:39:09.286,0.670,0.671,-3.354,-8.476
1572982749296,2019-11-05T14:39:09.296,0.680,0.854,-3.537,-8.841
1572982749306,2019-11-05T14:39:09.306,0.690,1.098,-3.354,-8.963
1572982749316,2019-11-05T14:39:09.316,0.700,1.402,-3.354,-9.390
1572982749326,2019-11-05T14:39:09.326,0.710,1.159,-3.476,-9.756
1572982749336,2019-11-05T14:39:09.336,0.720,1.037,-3.110,-10.000
1572982749346,2019-11-05T14:39:09.346,0.730,1.037,-3.537,-10.427
1572982749356,2019-11-05T14:39:09.356,0.740,1.037,-3.415,-10.610
