epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574116915060,2019-11-18T17:41:55.060,0.000,-4.329,-1.037,-7.866
1574116915070,2019-11-18T17:41:55.070,0.010,-3.720,-1.646,-7.744
1574116915080,2019-11-18T17:41:55.080,0.020,-4.024,-2.073,-7.561
1574116915090,2019-11-18T17:41:55.090,0.030,-3.902,-2.866,-7.866
1574116915100,2019-11-18T17:41:55.100,0.040,-3.780,-3.659,-8.354
1574116915110,2019-11-18T17:41:55.110,0.050,-3.598,-4.329,-8.598
1574116915120,2019-11-18T17:41:55.120,0.060,-2.927,-4.939,-8.780
1574116915130,2019-11-18T17:41:55.130,0.070,-2.134,-5.488,-8.780
1574116915140,2019-11-18T17:41:55.140,0.080,-1.585,-5.732,-8.232
1574116915150,2019-11-18T17:41:55.150,0.090,-0.793,-5.671,-7.134
1574116915160,2019-11-18T17:41:55.160,0.100,0.610,-5.427,-5.366
1574116915170,2019-11-18T17:41:55.170,0.110,2.256,-5.000,-3.110
1574116915180,2019-11-18T17:41:55.180,0.120,3.598,-4.451,-1.098
1574116915190,2019-11-18T17:41:55.190,0.130,4.329,-4.207,0.000
1574116915200,2019-11-18T17:41:55.200,0.140,4.512,-4.085,-0.061
1574116915210,2019-11-18T17:41:55.210,0.150,4.268,-4.024,-0.976
1574116915220,2019-11-18T17:41:55.220,0.160,3.049,-4.268,-2.805
1574116915230,2019-11-18T17:41:55.230,0.170,0.427,-4.573,-5.854
1574116915240,2019-11-18T17:41:55.240,0.180,-2.317,-5.122,-8.841
1574116915250,2019-11-18T17:41:55.250,0.190,-4.756,-5.732,-11.159
1574116915260,2019-11-18T17:41:55.260,0.200,-7.134,-6.341,-12.927
1574116915270,2019-11-18T17:41:55.270,0.210,-9.390,-7.012,-14.207
1574116915280,2019-11-18T17:41:55.280,0.220,-11.037,-7.683,-15.244
1574116915290,2019-11-18T17:41:55.290,0.230,-11.585,-8.110,-15.732
1574116915300,2019-11-18T17:41:55.300,0.240,-12.256,-8.659,-16.341
1574116915310,2019-11-18T17:41:55.310,0.250,-13.354,-8.902,-17.500
1574116915320,2019-11-18T17:41:55.320,0.260,-13.720,-8.963,-18.415
1574116915330,2019-11-18T17:41:55.330,0.270,-14.146,-9.512,-19.390
1574116915340,2019-11-18T17:41:55.340,0.280,-14.329,-10.000,-20.305
1574116915350,2019-11-18T17:41:55.350,0.290,-14.573,-10.488,-20.793
1574116915360,2019-11-18T17:41:55.360,0.300,-14.817,-10.976,-21.280
1574116915370,2019-11-18T17:41:55.370,0.310,-15.000,-11.341,-21.220
1574116915380,2019-11-18T17:41:55.380,0.320,-15.366,-11.341,-20.244
1574116915390,2019-11-18T17:41:55.390,0.330,-16.768,-10.915,-18.963
1574116915400,2019-11-18T17:41:55.400,0.340,-18.841,-10.366,-18.415
1574116915410,2019-11-18T17:41:55.410,0.350,-20.671,-9.756,-18.659
1574116915420,2019-11-18T17:41:55.420,0.360,-22.927,-9.207,-19.146
1574116915430,2019-11-18T17:41:55.430,0.370,-26.280,-8.476,-19.695
1574116915440,2019-11-18T17:41:55.440,0.380,-30.122,-7.988,-21.098
1574116915450,2019-11-18T17:41:55.450,0.390,-32.866,-7.622,-22.927
1574116915460,2019-11-18T17:41:55.460,0.400,-34.817,-7.439,-24.146
1574116915470,2019-11-18T17:41:55.470,0.410,-37.744,-7.561,-25.488
1574116915480,2019-11-18T17:41:55.480,0.420,-40.305,-8.293,-27.195
