epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574112402281,2019-11-18T16:26:42.281,0.000,4.817,-3.354,-4.024
1574112402291,2019-11-18T16:26:42.291,0.010,5.488,-3.537,-3.598
1574112402301,2019-11-18T16:26:42.301,0.020,5.671,-3.232,-3.476
1574112402311,2019-11-18T16:26:42.311,0.030,5.793,-2.866,-3.720
1574112402321,2019-11-18T16:26:42.321,0.040,5.732,-2.683,-4.146
1574112402331,2019-11-18T16:26:42.331,0.050,5.793,-2.561,-4.695
1574112402341,2019-11-18T16:26:42.341,0.060,5.305,-2.561,-5.549
1574112402351,2019-11-18T16:26:42.351,0.070,4.573,-2.622,-6.280
1574112402361,2019-11-18T16:26:42.361,0.080,4.085,-2.683,-6.402
1574112402371,2019-11-18T16:26:42.371,0.090,3.659,-2.744,-6.341
1574112402381,2019-11-18T16:26:42.381,0.100,3.171,-2.683,-6.463
1574112402391,2019-11-18T16:26:42.391,0.110,2.744,-2.805,-6.951
1574112402401,2019-11-18T16:26:42.401,0.120,2.073,-2.744,-7.317
1574112402411,2019-11-18T16:26:42.411,0.130,1.829,-2.805,-7.561
1574112402421,2019-11-18T16:26:42.421,0.140,1.890,-2.744,-8.049
1574112402431,2019-11-18T16:26:42.431,0.150,1.768,-2.805,-8.110
1574112402441,2019-11-18T16:26:42.441,0.160,1.768,-2.927,-8.049
1574112402451,2019-11-18T16:26:42.451,0.170,2.073,-3.232,-7.988
1574112402461,2019-11-18T16:26:42.461,0.180,2.805,-3.598,-7.439
1574112402471,2019-11-18T16:26:42.471,0.190,3.476,-4.024,-7.195
1574112402481,2019-11-18T16:26:42.481,0.200,3.720,-4.573,-6.951
1574112402491,2019-11-18T16:26:42.491,0.210,4.451,-5.122,-6.829
1574112402501,2019-11-18T16:26:42.501,0.220,5.183,-6.220,-7.134
1574112402511,2019-11-18T16:26:42.511,0.230,5.183,-7.622,-7.561
1574112402521,2019-11-18T16:26:42.521,0.240,6.463,-8.902,-8.720
1574112402531,2019-11-18T16:26:42.531,0.250,8.293,-10.122,-9.878
1574112402541,2019-11-18T16:26:42.541,0.260,9.451,-11.463,-10.183
1574112402551,2019-11-18T16:26:42.551,0.270,10.000,-12.805,-9.329
1574112402561,2019-11-18T16:26:42.561,0.280,10.976,-14.329,-8.293
1574112402571,2019-11-18T16:26:42.571,0.290,12.500,-15.854,-7.378
1574112402581,2019-11-18T16:26:42.581,0.300,13.659,-17.622,-6.524
1574112402591,2019-11-18T16:26:42.591,0.310,15.000,-19.329,-5.488
1574112402601,2019-11-18T16:26:42.601,0.320,17.012,-20.915,-4.451
1574112402611,2019-11-18T16:26:42.611,0.330,18.293,-22.317,-4.024
1574112402621,2019-11-18T16:26:42.621,0.340,19.024,-23.415,-3.902
1574112402631,2019-11-18T16:26:42.631,0.350,20.610,-24.390,-3.720
1574112402641,2019-11-18T16:26:42.641,0.360,21.220,-25.000,-3.354
1574112402651,2019-11-18T16:26:42.651,0.370,20.549,-25.183,-3.537
1574112402661,2019-11-18T16:26:42.661,0.380,19.817,-25.122,-3.720
1574112402671,2019-11-18T16:26:42.671,0.390,19.268,-24.939,-3.659
1574112402681,2019-11-18T16:26:42.681,0.400,19.329,-24.573,-3.659
1574112402691,2019-11-18T16:26:42.691,0.410,19.085,-23.963,-3.963
1574112402701,2019-11-18T16:26:42.701,0.420,18.537,-23.049,-4.573
1574112402711,2019-11-18T16:26:42.711,0.430,17.866,-22.073,-5.488
1574112402721,2019-11-18T16:26:42.721,0.440,17.439,-21.220,-5.976
1574112402731,2019-11-18T16:26:42.731,0.450,17.195,-20.244,-6.280
1574112402741,2019-11-18T16:26:42.741,0.460,17.012,-19.085,-5.976
1574112402751,2019-11-18T16:26:42.751,0.470,17.073,-17.927,-5.366
1574112402761,2019-11-18T16:26:42.761,0.480,16.890,-16.707,-4.878
1574112402771,2019-11-18T16:26:42.771,0.490,16.280,-15.427,-4.573
1574112402781,2019-11-18T16:26:42.781,0.500,16.037,-14.207,-4.329
1574112402791,2019-11-18T16:26:42.791,0.510,15.793,-13.171,-4.085
1574112402801,2019-11-18T16:26:42.801,0.520,15.610,-12.195,-3.841
1574112402811,2019-11-18T16:26:42.811,0.530,15.366,-11.341,-3.780
1574112402821,2019-11-18T16:26:42.821,0.540,14.939,-10.732,-3.780
1574112402831,2019-11-18T16:26:42.831,0.550,14.878,-10.061,-3.598
1574112402841,2019-11-18T16:26:42.841,0.560,15.183,-9.634,-3.293
1574112402851,2019-11-18T16:26:42.851,0.570,15.061,-9.146,-3.232
1574112402861,2019-11-18T16:26:42.861,0.580,14.634,-8.598,-3.110
1574112402871,2019-11-18T16:26:42.871,0.590,14.146,-8.232,-2.805
1574112402881,2019-11-18T16:26:42.881,0.600,13.598,-7.866,-2.622
1574112402891,2019-11-18T16:26:42.891,0.610,12.866,-7.622,-2.561
1574112402901,2019-11-18T16:26:42.901,0.620,12.195,-7.256,-2.561
1574112402911,2019-11-18T16:26:42.911,0.630,12.134,-7.012,-2.683
1574112402921,2019-11-18T16:26:42.921,0.640,12.012,-6.707,-3.049
1574112402931,2019-11-18T16:26:42.931,0.650,11.646,-6.341,-3.415
1574112402941,2019-11-18T16:26:42.941,0.660,11.280,-5.976,-3.659
1574112402951,2019-11-18T16:26:42.951,0.670,10.793,-5.549,-3.902
1574112402961,2019-11-18T16:26:42.961,0.680,10.000,-5.488,-4.146
1574112402971,2019-11-18T16:26:42.971,0.690,9.817,-5.549,-4.024
1574112402981,2019-11-18T16:26:42.981,0.700,10.000,-5.671,-3.659
1574112402991,2019-11-18T16:26:42.991,0.710,10.305,-5.793,-3.293
1574112403001,2019-11-18T16:26:43.001,0.720,10.366,-5.976,-3.293
1574112403011,2019-11-18T16:26:43.011,0.730,10.427,-6.341,-3.293
1574112403021,2019-11-18T16:26:43.021,0.740,10.244,-6.585,-3.232
1574112403031,2019-11-18T16:26:43.031,0.750,10.000,-6.829,-3.110
1574112403041,2019-11-18T16:26:43.041,0.760,10.183,-6.890,-3.171
1574112403051,2019-11-18T16:26:43.051,0.770,10.732,-6.890,-3.171
1574112403061,2019-11-18T16:26:43.061,0.780,10.976,-6.890,-2.988
1574112403071,2019-11-18T16:26:43.071,0.790,11.280,-6.585,-2.561
1574112403081,2019-11-18T16:26:43.081,0.800,11.159,-6.280,-2.500
1574112403091,2019-11-18T16:26:43.091,0.810,10.854,-5.976,-2.683
1574112403101,2019-11-18T16:26:43.101,0.820,10.732,-5.732,-2.927
1574112403111,2019-11-18T16:26:43.111,0.830,10.854,-5.610,-2.927
1574112403121,2019-11-18T16:26:43.121,0.840,10.732,-5.488,-2.622
1574112403131,2019-11-18T16:26:43.131,0.850,10.610,-5.549,-2.683
1574112403141,2019-11-18T16:26:43.141,0.860,10.671,-5.427,-2.927
1574112403151,2019-11-18T16:26:43.151,0.870,11.037,-5.366,-3.049
1574112403161,2019-11-18T16:26:43.161,0.880,11.402,-5.427,-3.049
1574112403171,2019-11-18T16:26:43.171,0.890,11.098,-5.366,-3.171
1574112403181,2019-11-18T16:26:43.181,0.900,10.732,-5.305,-3.415
1574112403191,2019-11-18T16:26:43.191,0.910,11.037,-5.427,-3.598
1574112403201,2019-11-18T16:26:43.201,0.920,11.159,-5.427,-3.476
1574112403211,2019-11-18T16:26:43.211,0.930,10.427,-5.366,-3.293
1574112403221,2019-11-18T16:26:43.221,0.940,9.329,-5.366,-3.171
1574112403231,2019-11-18T16:26:43.231,0.950,8.232,-5.000,-2.927
1574112403241,2019-11-18T16:26:43.241,0.960,7.195,-4.695,-2.683
1574112403251,2019-11-18T16:26:43.251,0.970,6.646,-4.573,-2.500
1574112403261,2019-11-18T16:26:43.261,0.980,6.280,-4.451,-2.195
1574112403271,2019-11-18T16:26:43.271,0.990,5.732,-4.268,-2.195
1574112403281,2019-11-18T16:26:43.281,1.000,5.610,-4.207,-2.317
1574112403291,2019-11-18T16:26:43.291,1.010,6.037,-4.085,-2.073
1574112403301,2019-11-18T16:26:43.301,1.020,6.159,-4.024,-1.585
1574112403311,2019-11-18T16:26:43.311,1.030,5.976,-4.024,-1.220
1574112403321,2019-11-18T16:26:43.321,1.040,5.549,-4.085,-1.037
1574112403331,2019-11-18T16:26:43.331,1.050,5.427,-4.207,-0.854
1574112403341,2019-11-18T16:26:43.341,1.060,5.549,-4.512,-0.488
1574112403351,2019-11-18T16:26:43.351,1.070,5.488,-4.756,-0.061
1574112403361,2019-11-18T16:26:43.361,1.080,5.732,-5.061,0.366
1574112403371,2019-11-18T16:26:43.371,1.090,6.524,-5.183,0.671
