epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574104218180,2019-11-18T14:10:18.180,0.000,1.829,-1.707,0.854
1574104218190,2019-11-18T14:10:18.190,0.010,2.012,-1.402,1.341
1574104218200,2019-11-18T14:10:18.200,0.020,1.585,-1.707,0.793
1574104218210,2019-11-18T14:10:18.210,0.030,0.793,-1.280,0.854
1574104218220,2019-11-18T14:10:18.220,0.040,0.427,-0.915,1.280
1574104218230,2019-11-18T14:10:18.230,0.050,0.549,-0.549,1.768
1574104218240,2019-11-18T14:10:18.240,0.060,0.610,-0.244,2.195
1574104218250,2019-11-18T14:10:18.250,0.070,0.732,0.061,2.561
1574104218260,2019-11-18T14:10:18.260,0.080,0.793,0.244,2.500
1574104218270,2019-11-18T14:10:18.270,0.090,0.610,0.244,2.500
1574104218280,2019-11-18T14:10:18.280,0.100,0.427,0.305,2.317
1574104218290,2019-11-18T14:10:18.290,0.110,0.183,0.305,1.951
1574104218300,2019-11-18T14:10:18.300,0.120,0.000,0.244,1.341
1574104218310,2019-11-18T14:10:18.310,0.130,0.061,0.000,1.037
1574104218320,2019-11-18T14:10:18.320,0.140,0.061,-0.183,0.488
1574104218330,2019-11-18T14:10:18.330,0.150,0.183,-0.305,0.244
1574104218340,2019-11-18T14:10:18.340,0.160,0.610,-0.610,0.305
1574104218350,2019-11-18T14:10:18.350,0.170,1.220,-0.976,0.488
1574104218360,2019-11-18T14:10:18.360,0.180,1.646,-1.341,0.854
1574104218370,2019-11-18T14:10:18.370,0.190,1.890,-1.646,1.037
1574104218380,2019-11-18T14:10:18.380,0.200,2.073,-1.768,1.220
1574104218390,2019-11-18T14:10:18.390,0.210,2.378,-2.012,1.402
1574104218400,2019-11-18T14:10:18.400,0.220,2.744,-2.195,1.585
1574104218410,2019-11-18T14:10:18.410,0.230,3.049,-2.317,1.707
1574104218420,2019-11-18T14:10:18.420,0.240,3.171,-2.317,1.707
1574104218430,2019-11-18T14:10:18.430,0.250,3.171,-2.134,1.768
1574104218440,2019-11-18T14:10:18.440,0.260,3.293,-2.012,1.646
1574104218450,2019-11-18T14:10:18.450,0.270,3.415,-1.768,1.646
1574104218460,2019-11-18T14:10:18.460,0.280,3.354,-1.524,1.768
1574104218470,2019-11-18T14:10:18.470,0.290,3.049,-1.220,1.646
1574104218480,2019-11-18T14:10:18.480,0.300,2.317,-0.671,1.524
1574104218490,2019-11-18T14:10:18.490,0.310,2.012,-0.427,1.646
1574104218500,2019-11-18T14:10:18.500,0.320,1.829,0.000,1.829
1574104218510,2019-11-18T14:10:18.510,0.330,1.951,0.183,1.829
1574104218520,2019-11-18T14:10:18.520,0.340,2.134,0.366,1.829
1574104218530,2019-11-18T14:10:18.530,0.350,2.256,0.549,1.829
1574104218540,2019-11-18T14:10:18.540,0.360,2.134,0.732,1.890
1574104218550,2019-11-18T14:10:18.550,0.370,1.951,0.976,2.012
1574104218560,2019-11-18T14:10:18.560,0.380,1.646,1.098,2.195
1574104218570,2019-11-18T14:10:18.570,0.390,1.585,1.159,2.500
1574104218580,2019-11-18T14:10:18.580,0.400,1.463,1.341,2.988
1574104218590,2019-11-18T14:10:18.590,0.410,1.220,1.341,3.171
1574104218600,2019-11-18T14:10:18.600,0.420,1.280,1.280,3.293
1574104218610,2019-11-18T14:10:18.610,0.430,1.280,0.915,3.293
1574104218620,2019-11-18T14:10:18.620,0.440,1.402,0.610,3.293
1574104218630,2019-11-18T14:10:18.630,0.450,1.341,0.305,3.171
1574104218640,2019-11-18T14:10:18.640,0.460,1.220,0.061,3.049
1574104218650,2019-11-18T14:10:18.650,0.470,1.159,-0.122,2.927
1574104218660,2019-11-18T14:10:18.660,0.480,1.098,-0.183,2.866
1574104218670,2019-11-18T14:10:18.670,0.490,1.220,-0.122,2.683
1574104218680,2019-11-18T14:10:18.680,0.500,0.976,0.000,2.622
1574104218690,2019-11-18T14:10:18.690,0.510,0.793,0.183,2.500
1574104218700,2019-11-18T14:10:18.700,0.520,0.671,0.427,2.256
1574104218710,2019-11-18T14:10:18.710,0.530,0.671,0.549,2.195
1574104218720,2019-11-18T14:10:18.720,0.540,0.732,0.549,2.317
1574104218730,2019-11-18T14:10:18.730,0.550,0.793,0.427,2.561
1574104218740,2019-11-18T14:10:18.740,0.560,0.671,0.305,2.683
1574104218750,2019-11-18T14:10:18.750,0.570,0.488,0.183,2.683
1574104218760,2019-11-18T14:10:18.760,0.580,0.244,0.000,2.622
1574104218770,2019-11-18T14:10:18.770,0.590,0.183,-0.244,2.439
1574104218780,2019-11-18T14:10:18.780,0.600,0.061,-0.427,2.134
1574104218790,2019-11-18T14:10:18.790,0.610,0.427,-0.427,2.012
1574104218800,2019-11-18T14:10:18.800,0.620,0.732,-0.488,1.829
1574104218810,2019-11-18T14:10:18.810,0.630,0.915,-0.549,1.890
1574104218820,2019-11-18T14:10:18.820,0.640,1.159,-0.549,2.012
1574104218830,2019-11-18T14:10:18.830,0.650,1.037,-0.610,2.317
1574104218840,2019-11-18T14:10:18.840,0.660,1.037,-0.671,2.500
1574104218850,2019-11-18T14:10:18.850,0.670,1.159,-0.793,2.866
1574104218860,2019-11-18T14:10:18.860,0.680,1.159,-0.915,3.110
1574104218870,2019-11-18T14:10:18.870,0.690,0.976,-1.098,3.598
1574104218880,2019-11-18T14:10:18.880,0.700,0.915,-1.037,4.146
1574104218890,2019-11-18T14:10:18.890,0.710,0.976,-0.976,4.390
1574104218900,2019-11-18T14:10:18.900,0.720,1.646,-1.159,4.573
1574104218910,2019-11-18T14:10:18.910,0.730,2.500,-1.159,4.573
1574104218920,2019-11-18T14:10:18.920,0.740,2.561,-1.341,4.451
1574104218930,2019-11-18T14:10:18.930,0.750,2.683,-1.585,4.512
1574104218940,2019-11-18T14:10:18.940,0.760,2.256,-1.768,4.451
1574104218950,2019-11-18T14:10:18.950,0.770,1.280,-1.707,4.146
1574104218960,2019-11-18T14:10:18.960,0.780,0.793,-1.768,4.024
1574104218970,2019-11-18T14:10:18.970,0.790,1.220,-1.707,4.024
1574104218980,2019-11-18T14:10:18.980,0.800,1.707,-1.707,4.146
1574104218990,2019-11-18T14:10:18.990,0.810,2.134,-1.768,4.268
1574104219000,2019-11-18T14:10:19.000,0.820,2.622,-1.768,4.573
1574104219010,2019-11-18T14:10:19.010,0.830,2.866,-1.707,4.634
1574104219020,2019-11-18T14:10:19.020,0.840,2.683,-1.524,4.573
1574104219030,2019-11-18T14:10:19.030,0.850,2.439,-1.402,4.512
1574104219040,2019-11-18T14:10:19.040,0.860,2.439,-1.280,4.390
1574104219050,2019-11-18T14:10:19.050,0.870,2.927,-1.402,4.512
1574104219060,2019-11-18T14:10:19.060,0.880,3.598,-1.646,4.939
1574104219070,2019-11-18T14:10:19.070,0.890,4.024,-1.829,5.061
1574104219080,2019-11-18T14:10:19.080,0.900,4.390,-2.134,5.305
1574104219090,2019-11-18T14:10:19.090,0.910,4.634,-2.256,5.366
1574104219100,2019-11-18T14:10:19.100,0.920,4.573,-2.378,5.305
1574104219110,2019-11-18T14:10:19.110,0.930,4.268,-2.317,5.122
1574104219120,2019-11-18T14:10:19.120,0.940,3.963,-2.134,4.878
1574104219130,2019-11-18T14:10:19.130,0.950,3.720,-2.073,5.000
1574104219140,2019-11-18T14:10:19.140,0.960,3.659,-1.951,5.305
1574104219150,2019-11-18T14:10:19.150,0.970,3.841,-2.012,5.854
1574104219160,2019-11-18T14:10:19.160,0.980,4.268,-2.195,6.768
1574104219170,2019-11-18T14:10:19.170,0.990,4.756,-2.378,7.195
1574104219180,2019-11-18T14:10:19.180,1.000,4.939,-2.500,7.500
1574104219190,2019-11-18T14:10:19.190,1.010,4.817,-2.622,7.622
1574104219200,2019-11-18T14:10:19.200,1.020,4.329,-2.561,7.683
1574104219210,2019-11-18T14:10:19.210,1.030,3.659,-2.317,7.927
1574104219220,2019-11-18T14:10:19.220,1.040,3.415,-2.012,8.293
1574104219230,2019-11-18T14:10:19.230,1.050,3.659,-1.951,8.780
1574104219240,2019-11-18T14:10:19.240,1.060,4.085,-1.951,9.634
1574104219250,2019-11-18T14:10:19.250,1.070,4.512,-2.073,10.305
1574104219260,2019-11-18T14:10:19.260,1.080,4.817,-2.317,10.549
1574104219270,2019-11-18T14:10:19.270,1.090,5.061,-2.500,10.488
1574104219280,2019-11-18T14:10:19.280,1.100,5.366,-2.866,10.610
1574104219290,2019-11-18T14:10:19.290,1.110,5.549,-3.171,10.610
1574104219300,2019-11-18T14:10:19.300,1.120,5.793,-3.720,10.610
1574104219310,2019-11-18T14:10:19.310,1.130,6.037,-3.963,10.915
1574104219320,2019-11-18T14:10:19.320,1.140,6.159,-4.268,11.280
1574104219330,2019-11-18T14:10:19.330,1.150,6.402,-4.573,11.524
1574104219340,2019-11-18T14:10:19.340,1.160,6.402,-4.512,11.341
1574104219350,2019-11-18T14:10:19.350,1.170,6.280,-4.512,10.915
1574104219360,2019-11-18T14:10:19.360,1.180,5.915,-4.024,10.244
1574104219370,2019-11-18T14:10:19.370,1.190,5.732,-3.415,9.329
1574104219380,2019-11-18T14:10:19.380,1.200,5.488,-2.927,8.476
1574104219390,2019-11-18T14:10:19.390,1.210,5.427,-2.378,7.622
1574104219400,2019-11-18T14:10:19.400,1.220,5.366,-1.768,6.890
1574104219410,2019-11-18T14:10:19.410,1.230,5.488,-1.463,6.037
1574104219420,2019-11-18T14:10:19.420,1.240,5.976,-1.280,5.549
1574104219430,2019-11-18T14:10:19.430,1.250,6.220,-1.341,5.183
1574104219440,2019-11-18T14:10:19.440,1.260,6.402,-1.280,4.695
1574104219450,2019-11-18T14:10:19.450,1.270,6.463,-1.220,4.024
1574104219460,2019-11-18T14:10:19.460,1.280,6.585,-1.280,3.049
1574104219470,2019-11-18T14:10:19.470,1.290,6.829,-1.280,1.951
1574104219480,2019-11-18T14:10:19.480,1.300,7.134,-1.341,0.732
1574104219490,2019-11-18T14:10:19.490,1.310,7.256,-1.280,-0.793
1574104219500,2019-11-18T14:10:19.500,1.320,6.890,-1.220,-2.622
1574104219510,2019-11-18T14:10:19.510,1.330,6.402,-1.037,-4.573
1574104219520,2019-11-18T14:10:19.520,1.340,5.732,-0.854,-6.768
1574104219530,2019-11-18T14:10:19.530,1.350,5.000,-0.732,-8.902
1574104219540,2019-11-18T14:10:19.540,1.360,4.268,-0.671,-11.098
1574104219550,2019-11-18T14:10:19.550,1.370,3.354,-0.610,-13.110
1574104219560,2019-11-18T14:10:19.560,1.380,2.500,-0.549,-14.573
1574104219570,2019-11-18T14:10:19.570,1.390,1.768,-0.671,-15.488
1574104219580,2019-11-18T14:10:19.580,1.400,1.524,-0.671,-15.732
1574104219590,2019-11-18T14:10:19.590,1.410,1.707,-0.793,-15.366
1574104219600,2019-11-18T14:10:19.600,1.420,1.951,-1.037,-14.390
1574104219610,2019-11-18T14:10:19.610,1.430,2.012,-1.341,-13.110
1574104219620,2019-11-18T14:10:19.620,1.440,1.463,-1.220,-11.829
1574104219630,2019-11-18T14:10:19.630,1.450,0.488,-0.854,-10.854
1574104219640,2019-11-18T14:10:19.640,1.460,-0.732,-0.183,-10.183
1574104219650,2019-11-18T14:10:19.650,1.470,-1.951,0.549,-9.939
1574104219660,2019-11-18T14:10:19.660,1.480,-2.744,1.402,-9.695
1574104219670,2019-11-18T14:10:19.670,1.490,-3.049,2.134,-9.634
1574104219680,2019-11-18T14:10:19.680,1.500,-2.988,2.683,-9.390
1574104219690,2019-11-18T14:10:19.690,1.510,-2.683,3.049,-9.268
1574104219700,2019-11-18T14:10:19.700,1.520,-2.317,3.232,-8.963
1574104219710,2019-11-18T14:10:19.710,1.530,-2.195,3.232,-8.354
1574104219720,2019-11-18T14:10:19.720,1.540,-2.134,2.988,-7.805
1574104219730,2019-11-18T14:10:19.730,1.550,-2.073,2.622,-7.256
1574104219740,2019-11-18T14:10:19.740,1.560,-2.195,2.317,-6.707
