epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574104826562,2019-11-18T14:20:26.562,0.000,0.369,-0.904,-0.156
1574104826572,2019-11-18T14:20:26.572,0.010,0.375,-0.916,-0.160
1574104826582,2019-11-18T14:20:26.582,0.020,0.373,-0.912,-0.159
1574104826592,2019-11-18T14:20:26.592,0.030,0.371,-0.907,-0.161
1574104826602,2019-11-18T14:20:26.602,0.040,0.368,-0.904,-0.165
1574104826612,2019-11-18T14:20:26.612,0.050,0.366,-0.905,-0.172
1574104826622,2019-11-18T14:20:26.622,0.060,0.359,-0.911,-0.182
1574104826632,2019-11-18T14:20:26.632,0.070,0.349,-0.908,-0.189
1574104826642,2019-11-18T14:20:26.642,0.080,0.346,-0.909,-0.195
1574104826652,2019-11-18T14:20:26.652,0.090,0.345,-0.912,-0.198
1574104826662,2019-11-18T14:20:26.662,0.100,0.339,-0.912,-0.204
1574104826672,2019-11-18T14:20:26.672,0.110,0.333,-0.912,-0.215
1574104826682,2019-11-18T14:20:26.682,0.120,0.329,-0.914,-0.221
1574104826692,2019-11-18T14:20:26.692,0.130,0.328,-0.912,-0.225
1574104826702,2019-11-18T14:20:26.702,0.140,0.330,-0.908,-0.223
1574104826712,2019-11-18T14:20:26.712,0.150,0.333,-0.905,-0.225
1574104826722,2019-11-18T14:20:26.722,0.160,0.331,-0.905,-0.225
1574104826732,2019-11-18T14:20:26.732,0.170,0.328,-0.906,-0.229
1574104826742,2019-11-18T14:20:26.742,0.180,0.330,-0.904,-0.232
1574104826752,2019-11-18T14:20:26.752,0.190,0.332,-0.904,-0.235
1574104826762,2019-11-18T14:20:26.762,0.200,0.333,-0.909,-0.236
1574104826772,2019-11-18T14:20:26.772,0.210,0.334,-0.910,-0.240
1574104826782,2019-11-18T14:20:26.782,0.220,0.334,-0.906,-0.241
1574104826792,2019-11-18T14:20:26.792,0.230,0.340,-0.903,-0.240
